DATE,DEPTH,TN
2007-03-15,2000,39.3
2007-04-05,1000,33.1
2007-04-05,500,35.1
2007-04-05,100,38.9
2007-04-05,2500,30.1
2007-04-05,2000,32.3
2007-04-05,1500,37.5
2007-05-04,500,
2007-05-04,1000,
2007-05-04,2500,
2007-05-04,1500,
2007-05-04,100,
2007-05-04,2000,
2007-05-14,1500,
2007-05-14,100,
2007-05-14,2000,
2007-05-14,2500,
2007-05-14,1000,
2007-05-14,500,
2007-06-14,1500,27.69
2007-06-14,100,32.36
2007-06-14,2000,24.76
2007-06-14,1000,32.32
2007-06-14,500,25.4
2007-06-14,2500,39.22
2007-07-12,100,25.08
2007-07-12,1000,24.36
2007-07-12,1500,25.38
2007-07-12,500,32.99
2007-07-12,2000,24.57
2007-07-12,2500,32.92
2007-08-16,500,26.87
2007-08-16,1500,22.36
2007-08-16,2500,27.52
2007-08-16,100,32.41
2007-08-16,1000,20.57
2007-08-16,2000,25.53
2007-09-12,2500,35.61
2007-09-12,100,29.19
2007-09-12,1500,24.41
2007-09-12,500,28.01
2007-09-12,1000,26.03
2007-09-12,2000,23.06
2007-10-16,2000,30.14
2007-10-16,100,22.19
2007-10-16,500,20.27
2007-10-16,1500,20.37
2007-10-16,2500,33.88
2007-10-16,1000,20.1
2007-11-13,500,22.04
2007-11-13,2500,29.95
2007-11-13,2000,23.39
2007-11-13,1500,20.57
2007-11-13,100,23.18
2007-11-13,1000,20.51
2007-12-11,100,31.78
2007-12-11,2500,28.39
2007-12-11,1000,27.77
2007-12-11,1500,28.62
2007-12-11,500,35.98
2007-12-11,2000,29.37
2008-01-17,1500,26.7
2008-01-17,2500,31.26
2008-01-17,100,28.36
2008-01-17,1000,28.63
2008-01-17,500,30.61
2008-01-17,2000,28.63
2008-02-19,1500,35.11
2008-02-19,500,37.52
2008-02-19,2000,32.68
2008-02-19,100,35.47
2008-02-19,1000,38.03
2008-02-19,2500,29.49
2008-04-16,100,33.9
2008-04-16,1500,21.4
2008-04-16,1000,27.9
2008-04-16,500,25.3
2008-04-16,2000,20.5
2008-04-16,2500,31.2
2008-05-20,500,21.1
2008-05-20,1500,21.4
2008-05-20,2500,27.9
2008-05-20,100,23.0
2008-05-20,2000,21.5
2008-05-20,1000,20.2
2008-06-24,1000,27.4
2008-06-24,1500,19.9
2008-06-24,2500,22.4
2008-06-24,2000,19.7
2008-06-24,500,26.4
2008-06-24,100,21.1
2008-07-09,500,17.7
2008-07-09,1000,17.1
2008-07-09,100,17.9
2008-07-09,1500,15.6
2008-07-09,2500,17.5
2008-07-09,2000,13.6
2008-08-19,500,22.5
2008-08-19,1000,22.7
2008-08-19,2500,21.9
2008-08-19,1500,24.9
2008-08-19,2000,24.8
2008-08-19,100,32.3
2008-09-15,2500,
2008-09-15,1500,
2008-09-15,100,
2008-09-15,500,
2008-09-15,1000,
2008-09-15,2000,
2008-09-16,2500,
2008-09-16,500,
2008-09-16,1000,
2008-09-16,100,
2008-09-16,2000,
2008-09-16,1500,
2008-09-17,100,27.2
2008-09-17,1500,18.9
2008-09-17,2000,20.1
2008-09-17,1000,20.6
2008-09-17,500,21.6
2008-09-17,2500,23.6
2008-09-18,2500,
2008-09-18,1500,
2008-09-18,1000,
2008-09-18,500,
2008-09-18,2000,
2008-09-18,100,
2008-10-27,1500,20.5
2008-10-27,2000,17.3
2008-10-27,2500,16.1
2008-10-27,100,20.2
2008-10-27,1000,20.0
2008-10-27,500,19.6
2008-11-17,100,34.77
2008-11-17,500,23.8
2008-11-17,1500,27.63
2008-11-17,2500,27.81
2008-11-17,2000,29.39
2008-11-17,1000,25.1
2008-12-08,500,
2008-12-08,1000,
2008-12-08,100,
2008-12-08,2500,
2008-12-08,1500,
2008-12-08,2000,
2009-01-19,1500,24.95
2009-01-19,2500,27.16
2009-01-19,500,24.47
2009-01-19,100,23.91
2009-01-19,2000,27.23
2009-01-19,1000,25.68
2009-01-19,100,23.91
2009-01-19,500,24.47
2009-01-19,1000,25.68
2009-01-19,1500,24.95
2009-01-19,2000,27.23
2009-01-19,2500,27.16
2009-02-10,100,33.56
2009-02-10,500,27.41
2009-02-10,1000,31.43
2009-02-10,1500,32.89
2009-02-10,2000,29.56
2009-02-10,2500,28.17
2009-03-02,100,25.54
2009-03-02,500,23.3
2009-03-02,1000,23.01
2009-03-02,1500,27.74
2009-03-02,2000,26.33
2009-03-02,2500,29.86
2009-04-24,100,19.62
2009-04-24,500,19.51
2009-04-24,1000,19.82
2009-04-24,1500,18.78
2009-04-24,2000,17.24
2009-04-24,2500,23.18
2009-05-20,100,23.12
2009-05-20,500,21.52
2009-05-20,1000,20.38
2009-05-20,1500,23.92
2009-05-20,2000,24.8
2009-05-20,2500,25.9
2009-06-23,100,21.24
2009-06-23,500,20.17
2009-06-23,1000,21.3
2009-06-23,1500,17.22
2009-06-23,2000,18.78
2009-06-23,2500,26.99
2009-07-14,100,20.39
2009-07-14,500,21.24
2009-07-14,1000,20.1
2009-07-14,1500,18.17
2009-07-14,2000,19.05
2009-07-14,2500,23.55
2009-08-20,100,18.88
2009-08-20,500,21.56
2009-08-20,1000,20.65
2009-08-20,1500,18.74
2009-08-20,2000,21.07
2009-08-20,2500,19.86
2009-09-15,100,19.95
2009-09-15,500,20.46
2009-09-15,1000,19.55
2009-09-15,1500,20.33
2009-09-15,2000,18.52
2009-09-15,2500,21.83
2009-10-19,100,24.01
2009-10-19,500,25.76
2009-10-19,1000,24.45
2009-10-19,1500,27.98
2009-10-19,2000,34.53
2009-10-19,2500,24.05
2009-11-04,0,
2009-12-15,100,22.61
2009-12-15,500,22.09
2009-12-15,1000,24.22
2009-12-15,1500,25.02
2009-12-15,2000,25.3
2009-12-15,2500,27.79
2010-01-19,100,24.17
2010-01-19,500,26.38
2010-01-19,1000,27.24
2010-01-19,1500,27.53
2010-01-19,2000,32.52
2010-01-19,2500,32.75
2010-02-11,0,
2010-03-19,100,25.05
2010-03-19,500,27.99
2010-03-19,1000,26.21
2010-03-19,1500,26.93
2010-03-19,2000,26.81
2010-03-19,2500,24.12
2010-04-26,100,21.46
2010-04-26,500,29.11
2010-04-26,1000,20.57
2010-04-26,1500,19.13
2010-04-26,2000,20.57
2010-04-26,2500,23.0
2010-05-19,100,18.48
2010-05-19,500,20.25
2010-05-19,1000,21.18
2010-05-19,1500,20.56
2010-05-19,2000,26.77
2010-05-19,2500,28.93
2010-06-02,100,20.79
2010-06-02,500,21.06
2010-06-02,1000,26.93
2010-06-02,1500,26.84
2010-06-02,2000,27.22
2010-06-02,2500,35.49
2010-07-01,100,21.65
2010-07-01,500,19.68
2010-07-01,1000,21.39
2010-07-01,1500,23.36
2010-07-01,2000,23.06
2010-07-01,2500,40.24
2010-08-10,100,26.83
2010-08-10,500,22.6
2010-08-10,1000,19.13
2010-08-10,1500,19.54
2010-08-10,2000,25.48
2010-08-10,2500,29.56
2010-09-21,100,25.25
2010-09-21,500,20.42
2010-09-21,1000,21.19
2010-09-21,1500,22.02
2010-09-21,2000,22.58
2010-09-21,2500,27.02
2010-10-13,100,18.91
2010-10-13,500,19.55
2010-10-13,1000,20.41
2010-10-13,1500,18.04
2010-10-13,2000,19.87
2010-10-13,2500,27.7
2010-11-16,100,26.16
2010-11-16,500,27.78
2010-11-16,1000,27.16
2010-11-16,1500,28.85
2010-11-16,2000,27.02
2010-11-16,2500,28.32
2010-12-03,0,
2011-01-19,0,
2011-02-18,100,24.23
2011-02-18,500,23.68
2011-02-18,1000,24.04
2011-02-18,1500,24.71
2011-02-18,2000,28.46
2011-02-18,2500,20.17
2011-03-08,100,34.19
2011-03-08,500,27.78
2011-03-08,1000,24.86
2011-03-08,1500,26.79
2011-03-08,2000,32.23
2011-03-08,2500,27.76
2011-04-19,100,29.33
2011-04-19,500,27.49
2011-04-19,1000,24.12
2011-04-19,1500,21.72
2011-04-19,2000,21.15
2011-04-19,2500,22.9
2011-05-13,100,24.62
2011-05-13,500,28.51
2011-05-13,1000,24.81
2011-05-13,1500,20.31
2011-05-13,2000,23.26
2011-05-13,2500,20.54
2011-06-21,100,21.58
2011-06-21,500,21.76
2011-06-21,1000,17.9
2011-06-21,1500,21.74
2011-06-21,2000,21.75
2011-06-21,2500,23.86
2011-07-25,100,19.89
2011-07-25,500,39.34
2011-07-25,1000,18.95
2011-07-25,1500,17.5
2011-07-25,2000,24.57
2011-07-25,2500,23.71
2011-08-01,100,27.79
2011-08-01,500,31.86
2011-08-01,1000,29.39
2011-08-01,1500,36.06
2011-08-01,2000,39.29
2011-08-01,2500,29.75
2011-08-01,900,
2011-08-01,2800,
2011-09-21,100,25.46
2011-09-21,500,25.84
2011-09-21,1000,25.06
2011-09-21,1500,26.6
2011-09-21,2000,25.41
2011-09-21,2500,26.93
2011-09-21,2750,
2011-10-13,0,
2011-10-18,0,
2011-10-21,0,
2011-11-08,100,21.62
2011-11-08,500,23.86
