DATE,DEPTH,PO4
1993-04-05,1500,0.4
1993-04-05,1000,0.13
1993-04-05,2500,1.04
1993-04-05,500,0.1
1993-04-05,100,0.08
1993-04-15,1500,0.01
1993-04-15,2700,0.85
1993-04-15,100,0.01
1993-04-15,2500,0.82
1993-04-15,1000,0.01
1993-04-15,2000,0.11
1993-04-15,500,0.01
1993-04-21,1000,0.07
1993-04-21,1500,0.06
1993-04-21,100,0.07
1993-04-21,500,0.07
1993-04-21,2500,0.43
1993-04-21,2000,0.09
1993-05-17,2600,0.76
1993-05-17,1500,0.05
1993-05-17,1000,0.01
1993-05-17,2000,0.17
1993-05-17,2500,0.57
1993-05-17,500,0.05
1993-05-17,100,0.04
1993-06-14,2700,0.84
1993-06-14,500,0.01
1993-06-14,2000,0.5
1993-06-14,100,0.01
1993-06-14,1000,0.3
1993-06-14,2500,0.66
1993-06-14,1500,0.38
1993-07-13,1500,0.54
1993-07-13,2500,0.93
1993-07-13,2700,0.99
1993-07-13,100,0.02
1993-07-13,500,0.0
1993-07-13,2000,0.81
1993-07-13,1000,0.14
1993-08-23,2700,1.01
1993-08-23,2500,0.89
1993-08-23,500,0.05
1993-08-23,1500,0.37
1993-08-23,100,0.02
1993-08-23,1000,0.28
1993-08-23,2000,0.69
1993-09-16,1000,0.15
1993-09-16,2500,2.06
1993-09-16,2000,0.11
1993-09-16,1500,0.12
1993-09-16,100,0.17
1993-09-16,500,0.17
1993-09-16,2700,2.31
1993-10-12,2700,7.04
1993-10-12,2000,0.32
1993-10-12,1000,0.31
1993-10-12,2500,5.62
1993-10-12,500,0.35
1993-10-12,1500,0.31
1993-10-12,100,0.36
1993-11-15,500,0.61
1993-11-15,2500,1.83
1993-11-15,1500,0.64
1993-11-15,2000,0.7
1993-11-15,100,0.67
1993-11-15,2600,1.89
1993-11-15,1000,0.66
1993-12-16,100,0.7
1993-12-16,500,0.76
1993-12-16,1000,0.99
1993-12-16,2700,0.92
1993-12-16,2500,0.93
1993-12-16,1500,0.96
1993-12-16,2000,0.93
1994-01-25,1500,0.91
1994-01-25,2700,0.93
1994-01-25,2500,0.95
1994-01-25,500,0.89
1994-01-25,300,
1994-01-25,100,0.89
1994-01-25,2000,0.96
1994-01-25,1000,0.91
1994-01-25,200,
1994-02-23,2000,0.82
1994-02-23,2600,0.81
1994-02-23,200,
1994-02-23,2500,0.82
1994-02-23,500,0.8
1994-02-23,300,
1994-02-23,1000,0.8
1994-02-23,100,0.76
1994-02-23,1500,0.81
1994-03-15,200,
1994-03-15,2000,0.75
1994-03-15,300,
1994-03-15,100,0.56
1994-03-15,2700,0.79
1994-03-15,1000,0.57
1994-03-15,1500,0.64
1994-03-15,2500,0.78
1994-03-15,500,0.57
1994-04-18,2000,0.03
1994-04-18,200,
1994-04-18,300,
1994-04-18,2500,0.08
1994-04-18,1000,0.01
1994-04-18,1500,0.01
1994-04-18,100,0.02
1994-04-18,2700,0.1
1994-04-18,500,0.01
1994-05-25,2000,0.09
1994-05-25,1500,0.01
1994-05-25,200,
1994-05-25,300,
1994-05-25,2500,0.27
1994-05-25,1000,0.03
1994-05-25,100,0.06
1994-05-25,500,0.03
1994-05-25,2700,0.3
1994-06-21,1000,0.03
1994-06-21,100,0.04
1994-06-21,1500,0.21
1994-06-21,300,
1994-06-21,2600,0.55
1994-06-21,200,
1994-06-21,2500,0.53
1994-06-21,500,0.02
1994-06-21,2000,0.44
1994-07-27,300,
1994-07-27,100,0.03
1994-07-27,2000,0.01
1994-07-27,1000,0.0
1994-07-27,200,
1994-07-27,1500,0.01
1994-07-27,2600,0.3
1994-07-27,500,0.01
1994-07-27,2500,0.31
1994-08-17,1500,0.16
1994-08-17,1000,0.03
1994-08-17,100,0.02
1994-08-17,2500,1.2
1994-08-17,500,0.0
1994-08-17,2600,1.18
1994-08-17,2000,0.82
1994-09-18,100,0.57
1994-09-18,500,0.64
1994-09-18,200,
1994-09-18,1000,0.93
1994-09-18,2500,2.13
1994-09-18,300,
1994-09-18,2400,2.07
1994-09-18,1500,1.34
1994-09-18,2000,1.87
1994-10-20,100,1.1
1994-10-20,1500,1.8
1994-10-20,1000,1.19
1994-10-20,2000,1.82
1994-10-20,300,
1994-10-20,2500,1.89
1994-10-20,200,
1994-10-20,2700,2.38
1994-10-20,500,1.15
1994-11-14,2600,6.09
1994-11-14,300,
1994-11-14,2000,1.0
1994-11-14,2500,4.21
1994-11-14,100,0.69
1994-11-14,200,
1994-11-14,500,0.87
1994-11-14,1500,0.95
1994-11-14,1000,0.9
1994-12-12,1500,0.8
1994-12-12,2600,0.85
1994-12-12,100,0.79
1994-12-12,2000,0.81
1994-12-12,500,0.84
1994-12-12,1000,0.8
1994-12-12,2500,0.82
1994-12-12,200,
1994-12-12,300,
1995-01-18,100,0.83
1995-01-18,2600,0.93
1995-01-18,1500,0.86
1995-01-18,1000,0.83
1995-01-18,300,
1995-01-18,200,
1995-01-18,2000,0.87
1995-01-18,2500,0.93
1995-01-18,500,0.85
1995-02-06,2600,0.87
1995-02-06,1000,0.9
1995-02-06,500,0.9
1995-02-06,200,
1995-02-06,1500,0.9
1995-02-06,2500,0.92
1995-02-06,2000,0.91
1995-02-06,100,0.88
1995-02-06,300,
1995-03-21,300,
1995-03-21,500,0.06
1995-03-21,2600,0.38
1995-03-21,2500,0.41
1995-03-21,200,
1995-03-21,1500,0.19
1995-03-21,2000,0.32
1995-03-21,1000,0.04
1995-03-21,100,0.06
1995-04-18,300,
1995-04-18,100,0.01
1995-04-18,1000,0.0
1995-04-18,1500,0.0
1995-04-18,200,
1995-04-18,500,0.0
1995-04-18,2600,0.05
1995-04-18,2000,0.02
1995-04-18,2500,0.05
1995-05-08,2500,0.13
1995-05-08,300,
1995-05-08,200,
1995-05-08,1000,0.02
1995-05-08,100,0.03
1995-05-08,2000,0.05
1995-05-08,2600,0.15
1995-05-08,1500,0.04
1995-05-08,500,0.02
1995-06-08,1000,0.01
1995-06-08,500,0.01
1995-06-08,1500,0.02
1995-06-08,2700,0.2
1995-06-08,100,0.01
1995-06-08,2000,0.03
1995-06-08,300,
1995-06-08,200,
1995-06-08,2500,0.18
1995-07-13,100,0.04
1995-07-13,2700,0.41
1995-07-13,1500,0.22
1995-07-13,2000,0.26
1995-07-13,500,0.01
1995-07-13,2500,0.39
1995-07-13,300,
1995-07-13,200,
1995-07-13,1000,0.04
1995-08-23,100,0.03
1995-08-23,2500,0.63
1995-08-23,2000,0.42
1995-08-23,1500,0.22
1995-08-23,200,
1995-08-23,2700,0.6
1995-08-23,300,
1995-08-23,500,0.07
1995-08-23,1000,0.11
1995-09-13,2500,1.19
1995-09-13,2000,0.67
1995-09-13,500,0.09
1995-09-13,300,
1995-09-13,2700,1.25
1995-09-13,1000,0.11
1995-09-13,200,
1995-09-13,1500,0.29
1995-09-13,100,0.13
1995-10-30,500,0.81
1995-10-30,1500,1.2
1995-10-30,200,
1995-10-30,100,0.35
1995-10-30,300,
1995-10-30,2000,1.18
1995-10-30,2600,1.16
1995-10-30,2500,1.17
1995-10-30,1000,0.93
1995-11-22,200,
1995-11-22,2500,1.07
1995-11-22,100,0.52
1995-11-22,1000,0.63
1995-11-22,1500,0.84
1995-11-22,2700,1.09
1995-11-22,2000,1.03
1995-11-22,300,
1995-11-22,500,0.55
1995-12-13,1500,0.73
1995-12-13,2000,0.76
1995-12-13,100,0.66
1995-12-13,1000,0.75
1995-12-13,2500,0.84
1995-12-13,2600,0.83
1995-12-13,500,0.71
1995-12-13,300,
1995-12-13,200,
1996-01-17,2000,0.69
1996-01-17,1500,0.66
1996-01-17,2700,0.56
1996-01-17,100,0.61
1996-01-17,500,0.64
1996-01-17,2500,0.55
1996-01-17,1000,0.66
1996-02-29,500,
1996-02-29,100,
1996-02-29,1000,
1996-02-29,2000,
1996-02-29,1500,
1996-03-06,1000,
1996-03-06,1500,
1996-03-06,2000,
1996-03-06,300,
1996-03-06,200,
1996-03-06,500,
1996-03-06,100,
1996-03-22,1000,0.02
1996-03-22,2000,0.5
1996-03-22,100,0.04
1996-03-22,500,0.02
1996-03-22,2100,0.52
1996-03-22,1500,0.03
1996-03-23,200,
1996-03-27,100,0.01
1996-03-27,2000,0.16
1996-03-27,500,0.0
1996-03-27,1500,0.05
1996-03-27,1000,0.01
1996-03-27,200,
1996-03-28,1500,0.06
1996-03-28,2000,0.55
1996-03-28,100,0.01
1996-03-28,2500,0.62
1996-03-28,1000,0.04
1996-03-28,500,0.01
1996-03-28,2700,0.66
1996-04-02,200,
1996-04-02,1500,0.03
1996-04-02,1000,0.01
1996-04-02,2700,0.65
1996-04-02,500,0.0
1996-04-02,2000,0.27
1996-04-02,100,0.01
1996-04-02,2500,0.63
1996-04-11,2700,0.67
1996-04-11,2000,0.14
1996-04-11,100,0.0
1996-04-11,500,0.0
1996-04-11,1500,0.0
1996-04-11,1000,0.0
1996-04-11,2500,0.63
1996-05-13,2000,0.21
1996-05-13,500,0.02
1996-05-13,100,0.02
1996-05-13,1500,0.0
1996-05-13,2600,0.29
1996-05-13,2500,0.24
1996-05-13,1000,0.0
1996-06-05,1500,0.18
1996-06-05,100,0.03
1996-06-05,2000,0.24
1996-06-05,500,0.01
1996-06-05,1000,0.0
1996-06-05,2600,0.34
1996-06-05,2500,0.38
1996-06-27,1500,0.37
1996-06-27,500,0.02
1996-06-27,200,
1996-06-27,1000,0.17
1996-06-27,2500,0.55
1996-06-27,100,0.01
1996-06-27,2000,0.5
1996-07-04,1000,0.22
1996-07-04,2000,0.48
1996-07-04,1500,0.4
1996-07-04,100,0.01
1996-07-04,2500,0.59
1996-07-04,500,0.05
1996-07-04,200,
1996-07-11,200,
1996-07-11,2000,0.6
1996-07-11,300,
1996-07-11,100,0.02
1996-07-11,1000,0.1
1996-07-11,500,0.0
1996-07-11,2500,0.68
1996-07-11,1500,0.31
1996-07-18,200,
1996-07-18,1000,0.01
1996-07-18,2500,0.64
1996-07-18,100,0.03
1996-07-18,500,0.02
1996-07-18,1500,0.11
1996-07-18,300,
1996-07-18,2000,0.41
1996-07-25,300,
1996-07-25,200,
1996-07-25,500,0.01
1996-07-25,2500,0.6
1996-07-25,1500,0.23
1996-07-25,100,0.03
1996-07-25,1000,0.03
1996-07-25,2000,0.46
1996-08-02,2000,0.46
1996-08-02,100,0.03
1996-08-02,200,
1996-08-02,500,0.01
1996-08-02,1000,0.04
1996-08-02,1500,0.16
1996-08-02,2500,0.87
1996-08-02,300,
1996-08-08,500,0.06
1996-08-08,1500,0.09
1996-08-08,2500,0.68
1996-08-08,300,
1996-08-08,2000,0.38
1996-08-08,100,0.03
1996-08-08,200,
1996-08-08,1000,0.04
1996-08-15,200,
1996-08-15,1000,0.09
1996-08-15,1500,0.14
1996-08-15,2000,0.16
1996-08-15,2500,0.66
1996-08-15,300,
1996-08-15,100,0.11
1996-08-15,500,0.11
1996-08-21,1500,0.08
1996-08-21,200,
1996-08-21,500,0.12
1996-08-21,300,
1996-08-21,1000,0.09
1996-08-21,100,0.12
1996-08-21,1500,0.88
1996-08-21,2000,0.15
1996-08-29,100,
1996-08-29,1500,0.08
1996-08-29,300,
1996-08-29,200,
1996-08-29,2500,0.61
1996-08-29,1000,0.08
1996-08-29,2000,0.16
1996-08-29,500,0.11
1996-09-12,1000,0.05
1996-09-12,2500,1.21
1996-09-12,1500,0.4
1996-09-12,300,
1996-09-12,2000,0.9
1996-09-12,200,
1996-09-12,100,0.1
1996-09-12,500,0.06
1996-09-19,200,
1996-09-19,1500,0.29
1996-09-19,500,0.07
1996-09-19,2500,1.32
1996-09-19,1000,0.07
1996-09-19,300,
1996-09-19,100,0.1
1996-09-19,2000,0.76
1996-09-26,1500,0.11
1996-09-26,2000,0.45
1996-09-26,200,
1996-09-26,300,
1996-09-26,500,0.08
1996-09-26,1000,0.12
1996-09-26,2500,2.39
1996-09-26,100,0.12
1996-10-16,1000,0.55
1996-10-16,2500,2.34
1996-10-16,300,
1996-10-16,2000,3.16
1996-10-16,1500,0.5
1996-10-16,100,0.17
1996-10-16,500,0.14
1996-10-16,200,
1996-11-12,200,
1996-11-12,500,0.9
1996-11-12,100,0.87
1996-11-12,300,
1996-11-12,2000,0.92
1996-11-12,2500,0.84
1996-11-12,1500,0.96
1996-11-12,1000,1.03
1996-12-10,2500,1.03
1996-12-10,2000,0.96
1996-12-10,1500,0.83
1996-12-10,300,
1996-12-10,500,0.57
1996-12-10,200,
1996-12-10,1000,0.67
1996-12-10,100,0.52
1997-01-15,2000,0.74
1997-01-15,500,0.63
1997-01-15,200,
1997-01-15,1000,0.65
1997-01-15,300,
1997-01-15,1500,0.69
1997-01-15,100,0.59
1997-01-15,2500,0.8
1997-02-11,1000,0.67
1997-02-11,1500,0.7
1997-02-11,2000,0.69
1997-02-11,100,0.61
1997-02-11,300,
1997-02-11,500,0.65
1997-02-11,2500,0.86
1997-02-11,200,
1997-02-18,2500,0.46
1997-02-18,500,0.58
1997-02-18,200,
1997-02-18,1500,0.49
1997-02-18,2000,0.45
1997-02-18,100,0.53
1997-02-18,1000,0.53
1997-02-18,300,
1997-02-25,2000,0.55
1997-02-25,100,0.38
1997-02-25,500,0.42
1997-02-25,1000,0.42
1997-02-25,200,
1997-02-25,300,
1997-02-25,2500,0.49
1997-02-25,1500,0.51
1997-03-04,1000,0.38
1997-03-04,100,0.25
1997-03-04,1500,0.47
1997-03-04,2500,0.53
1997-03-04,2000,0.53
1997-03-04,200,
1997-03-04,300,
1997-03-04,500,0.19
1997-03-11,100,0.01
1997-03-11,200,
1997-03-11,2000,0.39
1997-03-11,1000,0.02
1997-03-11,1500,0.2
1997-03-11,500,0.02
1997-03-11,2500,0.43
1997-03-11,300,
1997-03-17,100,0.02
1997-03-17,300,
1997-03-17,500,0.01
1997-03-17,2500,0.47
1997-03-17,2000,0.36
1997-03-17,1500,0.06
1997-03-17,1000,0.01
1997-03-17,200,
1997-03-24,500,0.01
1997-03-24,1500,0.06
1997-03-24,1000,0.02
1997-03-24,2500,0.46
1997-03-24,2000,0.42
1997-03-24,300,
1997-03-24,200,
1997-03-24,100,0.02
1997-04-04,2000,0.13
1997-04-04,1500,0.05
1997-04-04,300,
1997-04-04,500,0.01
1997-04-04,2500,0.31
1997-04-04,1000,0.01
1997-04-04,200,
1997-04-04,100,0.02
1997-04-14,100,0.02
1997-04-14,2500,0.24
1997-04-14,1000,0.01
1997-04-14,1500,0.03
1997-04-14,500,0.01
1997-04-14,2000,0.19
1997-04-15,1500,
1997-04-15,2500,
1997-04-15,100,
1997-04-15,1000,
1997-04-15,300,
1997-04-15,200,
1997-04-15,2000,
1997-04-15,500,
1997-04-17,2500,0.26
1997-04-17,1000,0.01
1997-04-17,2000,0.17
1997-04-17,1500,0.04
1997-04-17,300,
1997-04-17,200,
1997-04-17,500,0.01
1997-04-17,100,0.03
1997-04-18,300,
1997-04-18,100,
1997-04-18,1500,
1997-04-18,2000,
1997-04-18,500,
1997-04-18,2500,
1997-04-18,1000,
1997-04-18,200,
1997-04-30,100,
1997-04-30,1500,0.05
1997-04-30,200,
1997-04-30,2000,0.16
1997-04-30,500,0.0
1997-04-30,1000,0.0
1997-04-30,300,
1997-04-30,2500,0.29
1997-05-06,1000,0.04
1997-05-06,500,0.03
1997-05-06,2500,0.39
1997-05-06,1500,0.16
1997-05-06,200,
1997-05-06,2000,0.32
1997-05-06,100,0.05
1997-05-06,300,
1997-05-30,2500,0.35
1997-05-30,1500,0.04
1997-05-30,1000,0.03
1997-05-30,2000,0.05
1997-05-30,100,0.02
1997-05-30,500,0.02
1997-06-05,500,0.0
1997-06-05,2000,0.01
1997-06-05,2500,0.31
1997-06-05,300,
1997-06-05,200,
1997-06-05,100,0.03
1997-06-05,1000,0.01
1997-06-05,1500,0.01
1997-06-18,2500,0.44
1997-06-18,1000,0.02
1997-06-18,1500,0.01
1997-06-18,200,
1997-06-18,500,0.05
1997-06-18,300,
1997-06-18,100,0.02
1997-06-18,2000,0.06
1997-07-02,1000,0.1
1997-07-02,300,
1997-07-02,1500,0.1
1997-07-02,100,0.09
1997-07-02,2000,0.34
1997-07-02,500,0.1
1997-07-02,2500,0.52
1997-07-02,200,
1997-07-09,300,
1997-07-09,200,
1997-07-09,2500,0.61
1997-07-09,500,0.07
1997-07-09,2000,0.27
1997-07-09,1500,0.07
1997-07-09,100,0.07
1997-07-09,1000,0.07
1997-07-15,200,
1997-07-15,1000,0.09
1997-07-15,2500,0.81
1997-07-15,2000,0.75
1997-07-15,300,
1997-07-15,500,0.08
1997-07-15,1500,0.28
1997-07-15,100,0.08
1997-07-23,2000,0.42
1997-07-23,2500,0.85
1997-07-23,1500,0.07
1997-07-23,500,0.06
1997-07-23,300,
1997-07-23,200,
1997-07-23,1000,0.08
1997-07-23,100,0.08
1997-07-30,2000,0.5
1997-07-30,1500,0.09
1997-07-30,200,
1997-07-30,500,0.08
1997-07-30,1000,0.08
1997-07-30,100,0.02
1997-07-30,300,
1997-07-30,2000,0.33
1997-08-05,1000,0.03
1997-08-05,300,
1997-08-05,100,0.01
1997-08-05,2000,0.47
1997-08-05,500,0.04
1997-08-05,200,
1997-08-05,1500,0.05
1997-08-05,2500,1.03
1997-08-12,100,0.07
1997-08-12,1000,0.09
1997-08-12,2500,1.12
1997-08-12,500,0.07
1997-08-12,200,
1997-08-12,2000,0.63
1997-08-12,1500,0.21
1997-08-12,300,
1997-08-18,1000,
1997-08-18,2000,
1997-08-18,1500,
1997-08-18,2500,1.3
1997-08-18,300,
1997-08-18,200,
1997-08-18,100,0.07
1997-08-18,500,
1997-08-25,100,0.05
1997-08-25,500,0.03
1997-08-25,1000,0.08
1997-08-25,2500,1.28
1997-08-25,1500,0.15
1997-08-25,200,
1997-08-25,300,
1997-08-25,2000,0.43
1997-09-01,500,0.06
1997-09-01,300,
1997-09-01,1500,0.3
1997-09-01,2500,1.35
1997-09-01,100,0.09
1997-09-01,200,
1997-09-01,2000,1.03
1997-09-01,1000,0.11
1997-09-08,500,0.13
1997-09-08,2000,0.93
1997-09-08,200,
1997-09-08,1500,0.55
1997-09-08,1500,1.38
1997-09-08,100,0.15
1997-09-08,1000,0.34
1997-09-08,300,
1997-09-18,500,0.56
1997-09-18,200,
1997-09-18,100,0.31
1997-09-18,1000,0.77
1997-09-18,2500,
1997-09-18,1500,0.73
1997-09-18,300,
1997-09-18,2000,0.84
1997-09-25,2400,1.94
1997-09-25,1400,0.92
1997-09-25,900,0.59
1997-09-25,400,0.1
1997-09-25,300,
1997-09-25,100,0.12
1997-09-25,200,
1997-09-25,1900,1.1
1997-10-22,2500,2.06
1997-10-22,1500,0.68
1997-10-22,200,
1997-10-22,100,0.39
1997-10-22,300,
1997-10-22,1000,0.48
1997-10-22,2000,1.44
1997-10-22,500,0.43
1997-11-13,500,0.56
1997-11-13,200,
1997-11-13,2000,1.09
1997-11-13,1000,0.67
1997-11-13,300,
1997-11-13,1500,0.97
1997-11-13,2500,2.15
1997-11-13,100,0.5
1997-12-10,200,
1997-12-10,1000,0.69
1997-12-10,2000,0.89
1997-12-10,1500,0.78
1997-12-10,100,0.58
1997-12-10,300,
1997-12-10,2500,1.1
1997-12-10,500,0.61
1998-01-14,2000,0.79
1998-01-14,100,0.55
1998-01-14,1500,0.76
1998-01-14,1000,0.74
1998-01-14,2500,0.82
1998-01-14,500,0.6
1998-01-14,200,
1998-01-14,300,
1998-02-12,100,0.69
1998-02-12,2500,0.92
1998-02-12,2000,0.88
1998-02-12,1500,0.82
1998-02-12,300,
1998-02-12,200,
1998-02-12,500,0.7
1998-02-12,1000,0.8
1998-02-25,2500,0.82
1998-02-25,1000,0.58
1998-02-25,100,0.2
1998-02-25,2000,0.8
1998-02-25,500,0.19
1998-02-25,200,
1998-02-25,1500,0.71
1998-02-25,300,
1998-03-11,2500,0.14
1998-03-11,200,
1998-03-11,2000,0.17
1998-03-11,300,
1998-03-11,1000,0.02
1998-03-11,1500,0.03
1998-03-11,500,0.01
1998-03-11,100,0.02
1998-03-26,200,
1998-03-26,1000,0.0
1998-03-26,500,0.01
1998-03-26,100,0.02
1998-03-26,2500,0.1
1998-03-26,300,
1998-03-26,1500,0.01
1998-03-26,2000,0.03
1998-04-01,2000,0.02
1998-04-01,100,0.03
1998-04-01,2500,0.6
1998-04-01,500,0.02
1998-04-01,1000,0.01
1998-04-01,1500,0.0
1998-04-01,200,
1998-04-01,300,
1998-04-22,300,
1998-04-22,2000,0.03
1998-04-22,1000,0.01
1998-04-22,200,
1998-04-22,2500,0.38
1998-04-22,100,0.03
1998-04-22,1500,0.01
1998-04-22,500,0.02
1998-05-11,100,0.15
1998-05-11,200,
1998-05-11,1400,0.01
1998-05-11,400,0.09
1998-05-11,900,0.04
1998-05-11,300,
1998-05-11,2400,0.5
1998-05-11,1900,0.25
1998-06-10,300,
1998-06-10,2500,1.5
1998-06-10,1000,0.0
1998-06-10,1500,0.04
1998-06-10,100,0.03
1998-06-10,2000,0.4
1998-06-10,500,0.0
1998-06-10,200,
1998-06-25,2000,0.84
1998-06-25,100,0.01
1998-06-25,500,0.0
1998-06-25,1000,0.04
1998-06-25,300,
1998-06-25,2500,1.03
1998-06-25,1500,0.27
1998-06-25,200,
1998-07-02,200,
1998-07-02,500,0.01
1998-07-02,2500,1.5
1998-07-02,300,
1998-07-02,100,0.02
1998-07-02,1000,0.01
1998-07-02,1500,0.06
1998-07-02,2000,0.46
1998-07-08,2500,1.62
1998-07-08,100,0.03
1998-07-08,300,
1998-07-08,500,0.03
1998-07-08,2000,0.24
1998-07-08,1000,0.01
1998-07-08,1500,0.08
1998-07-08,200,
1998-07-15,100,0.13
1998-07-15,300,
1998-07-15,200,
1998-07-15,500,0.18
1998-07-15,1500,0.4
1998-07-15,2000,0.61
1998-07-15,1000,0.22
1998-07-15,2500,1.05
1998-07-22,200,
1998-07-22,300,
1998-07-22,2500,1.22
1998-07-22,500,0.07
1998-07-22,1500,0.25
1998-07-22,100,0.06
1998-07-22,1000,0.15
1998-07-22,2000,0.41
1998-07-29,1000,0.07
1998-07-29,300,
1998-07-29,2500,1.25
1998-07-29,200,
1998-07-29,2000,0.72
1998-07-29,100,0.06
1998-07-29,500,0.03
1998-07-29,1500,0.19
1998-08-11,1000,0.02
1998-08-11,100,0.04
1998-08-11,500,0.03
1998-08-11,200,
1998-08-11,2500,1.66
1998-08-11,300,
1998-08-11,1500,0.21
1998-08-11,2000,0.67
1998-08-19,1500,0.05
1998-08-19,200,
1998-08-19,2000,0.63
1998-08-19,300,
1998-08-19,2500,3.33
1998-08-19,500,0.02
1998-08-19,1000,0.01
1998-08-19,100,0.05
1998-08-26,1000,
1998-08-26,1500,
1998-08-26,2500,
1998-08-26,200,
1998-08-26,2000,
1998-08-26,500,
1998-08-26,300,
1998-08-26,100,3.95
1998-09-01,2000,4.05
1998-09-01,1500,1.33
1998-09-01,500,0.58
1998-09-01,1000,0.6
1998-09-01,100,0.44
1998-09-08,200,
1998-09-08,500,0.03
1998-09-08,1900,0.93
1998-09-08,300,
1998-09-08,100,0.07
1998-09-08,2400,4.5
1998-09-08,1400,0.16
1998-09-08,900,0.13
1998-09-16,200,
1998-09-16,2000,0.38
1998-09-16,1500,0.18
1998-09-16,500,0.08
1998-09-16,2500,5.05
1998-09-16,1000,0.11
1998-09-16,300,
1998-09-16,100,0.07
1998-09-21,2000,0.76
1998-09-21,100,0.09
1998-09-21,300,
1998-09-21,1500,0.16
1998-09-21,500,0.05
1998-09-21,200,
1998-09-21,1000,0.09
1998-09-21,2500,7.4
1998-10-15,2500,0.78
1998-10-15,100,0.55
1998-10-15,2000,0.64
1998-10-15,509,0.6
1998-10-15,300,
1998-10-15,1000,0.57
1998-10-15,1500,0.6
1998-10-15,200,
1998-11-03,1510,0.8
1998-11-03,200,
1998-11-03,110,0.41
1998-11-03,2500,1.27
1998-11-03,300,
1998-11-03,2000,1.11
1998-11-03,509,0.45
1998-11-03,1010,0.53
1998-12-08,300,
1998-12-08,1000,0.41
1998-12-08,2500,0.95
1998-12-08,2000,0.64
1998-12-08,200,
1998-12-08,500,0.43
1998-12-08,1500,0.42
1998-12-08,100,0.42
1999-01-26,2000,0.71
1999-01-26,1500,0.66
1999-01-26,2500,0.78
1999-01-26,500,0.61
1999-01-26,100,0.66
1999-01-26,1000,0.65
1999-02-12,1500,0.46
1999-02-12,2500,0.63
1999-02-12,1000,0.44
1999-02-12,2000,0.57
1999-02-12,500,0.45
1999-02-12,100,0.5
1999-03-25,100,0.05
1999-03-25,1000,0.03
1999-03-25,500,0.02
1999-03-25,2500,0.57
1999-03-25,2000,0.03
1999-03-25,1500,0.03
1999-04-27,500,0.05
1999-04-27,2500,0.58
1999-04-27,1000,0.03
1999-04-27,2000,0.34
1999-04-27,100,0.03
1999-04-27,1500,0.09
1999-05-25,2000,0.07
1999-05-25,500,0.03
1999-05-25,2500,1.61
1999-05-25,1500,0.04
1999-05-25,100,0.07
1999-05-25,1000,0.02
1999-06-18,2000,0.16
1999-06-18,2500,0.5
1999-06-18,100,0.08
1999-06-18,1000,0.07
1999-06-18,500,0.07
1999-06-18,1500,0.08
1999-07-15,1000,0.11
1999-07-15,100,0.1
1999-07-15,500,0.11
1999-07-15,2000,0.15
1999-07-15,1500,0.12
1999-07-15,2500,0.6
1999-08-17,500,0.09
1999-08-17,1000,0.07
1999-08-17,1500,0.06
1999-08-17,100,0.11
1999-08-17,2500,1.62
1999-08-17,2000,0.36
1999-09-17,1000,0.04
1999-09-17,100,0.05
1999-09-17,1500,0.13
1999-09-17,500,0.04
1999-09-17,2000,0.2
1999-09-17,2500,4.19
1999-10-18,500,0.19
1999-10-18,2500,1.55
1999-10-18,1000,0.34
1999-10-18,2000,1.23
1999-10-18,1500,1.34
1999-10-18,100,0.18
1999-11-16,100,0.21
1999-11-16,2000,0.37
1999-11-16,2500,1.26
1999-11-16,500,0.17
1999-11-16,1500,0.17
1999-11-16,1000,0.18
1999-12-15,1000,0.74
1999-12-15,2000,0.83
1999-12-15,2500,0.75
1999-12-15,500,0.73
1999-12-15,1500,0.79
1999-12-15,100,0.75
2000-01-18,2500,0.83
2000-01-18,1000,0.83
2000-01-18,100,0.83
2000-01-18,1500,0.84
2000-01-18,500,0.85
2000-01-18,2000,0.84
2000-02-08,2500,0.85
2000-02-08,500,0.84
2000-02-08,1000,0.83
2000-02-08,1500,0.83
2000-02-08,100,0.82
2000-02-08,2000,0.84
2000-03-15,1500,0.72
2000-03-15,1000,0.59
2000-03-15,500,0.61
2000-03-15,100,0.68
2000-03-15,2500,0.6
2000-03-15,2000,0.65
2000-04-17,100,0.06
2000-04-17,500,0.04
2000-04-17,2000,0.18
2000-04-17,1500,0.12
2000-04-17,1000,0.04
2000-04-17,2500,0.2
2000-05-17,1000,0.04
2000-05-17,1500,0.05
2000-05-17,100,0.04
2000-05-17,2500,0.2
2000-05-17,2000,0.08
2000-05-17,500,0.02
2000-06-28,2500,0.64
2000-06-28,100,0.15
2000-06-28,2000,0.28
2000-06-28,1500,0.13
2000-06-28,1000,0.17
2000-06-28,500,0.15
2000-07-12,1500,0.47
2000-07-12,2500,0.87
2000-07-12,100,0.25
2000-07-12,1000,0.3
2000-07-12,500,0.13
2000-07-12,2000,0.68
2000-08-08,1500,0.21
2000-08-08,2000,0.37
2000-08-08,500,0.15
2000-08-08,2500,1.22
2000-08-08,100,0.13
2000-08-08,1000,0.13
2000-09-27,1500,0.5
2000-09-27,1000,0.47
2000-09-27,2000,0.64
2000-09-27,2500,4.08
2000-09-27,100,0.15
2000-09-27,500,0.5
2000-10-24,2500,4.09
2000-10-24,1000,0.61
2000-10-24,2000,1.99
2000-10-24,1500,0.75
2000-10-24,500,0.61
2000-10-24,100,0.62
2000-11-28,1000,1.01
2000-11-28,100,0.89
2000-11-28,1500,0.97
