DATE,DEPTH,NH4
2005-09-14,500,0.07
2005-10-26,500,0.09
2005-10-26,2000,5.12
2005-10-26,2500,40.95
2005-10-26,100,0.09
2005-10-26,1000,0.12
2005-10-26,1500,0.31
2005-11-15,500,4.37
2005-11-15,1500,6.15
2005-11-15,1000,5.87
2005-11-15,2000,5.72
2005-11-15,100,4.86
2005-11-15,2500,3.06
2005-12-13,2000,3.94
2005-12-13,100,0.48
2005-12-13,1500,1.3
2005-12-13,2500,13.0
2005-12-13,500,0.48
2005-12-13,1000,1.21
2006-01-17,1500,1.75
2006-01-17,100,9.35
2006-01-17,1000,2.98
2006-01-17,2500,1.15
2006-01-17,2000,1.11
2006-01-17,500,5.61
2006-02-14,100,0.2
2006-02-14,2000,2.2
2006-02-14,1500,0.87
2006-02-14,1000,0.06
2006-02-14,2500,5.02
2006-02-14,500,0.23
2006-03-14,1000,0.05
2006-03-14,500,0.03
2006-03-14,2500,0.36
2006-03-14,2000,0.14
2006-03-14,1500,0.19
2006-03-14,100,0.11
2006-04-21,2500,2.83
2006-04-21,500,0.08
2006-04-21,1000,0.69
2006-04-21,2000,0.49
2006-04-21,1500,0.89
2006-04-21,100,0.09
2006-05-17,2000,4.12
2006-05-17,1500,0.49
2006-05-17,1000,0.09
2006-05-17,2500,20.9
2006-05-17,100,0.12
2006-05-17,500,0.04
2006-06-21,1000,0.02
2006-06-21,100,0.08
2006-06-21,2000,1.75
2006-06-21,1500,0.02
2006-06-21,2500,3.35
2006-06-21,500,0.03
2006-07-27,1000,0.32
2006-07-27,100,0.17
2006-07-27,2000,1.03
