DATE,DEPTH,CTDTMP
1957-04-30,1000,6.1
1957-04-30,500,5.4
1957-04-30,2000,4.3
1957-04-30,1500,4.5
1957-04-30,2600,4.3
1957-04-30,100,7.7
1957-05-14,500,8.7
1957-05-14,2600,6.5
1957-05-14,100,8.7
1957-05-14,1500,6.4
1957-05-14,2000,6.3
1957-05-14,1000,7.2
1957-06-04,2000,6.7
1957-06-04,100,13.4
1957-06-04,500,13.2
1957-06-04,1000,10.2
1957-06-04,2600,6.4
1957-06-04,1500,8.8
1957-06-14,1500,10.5
1957-06-14,1000,12.6
1957-06-14,100,13.9
1957-06-14,500,13.5
1957-06-14,2600,6.4
1957-06-14,2000,6.6
1957-07-05,1000,11.0
1957-07-05,2600,8.2
1957-07-05,2000,8.4
1957-07-05,500,18.3
1957-07-05,1500,8.3
1957-07-05,100,18.9
1957-07-30,2600,
1957-07-30,1500,9.2
1957-07-30,1000,16.3
1957-07-30,100,17.4
1957-07-30,2000,9.0
1957-07-30,500,17.4
1957-09-09,1500,12.8
1957-09-09,1000,12.5
1957-09-09,2600,11.1
1957-09-09,500,14.7
1957-09-09,2000,12.0
1957-09-09,100,
1957-10-31,100,10.9
1957-10-31,1000,11.1
1957-10-31,2600,11.5
1957-10-31,1500,11.3
1957-10-31,500,10.9
1957-10-31,2000,11.4
1957-11-07,1000,10.2
1957-11-07,500,10.1
1957-11-07,100,10.1
1957-11-07,2600,10.9
1957-11-07,2000,11.0
1957-11-07,1500,10.5
1957-11-28,500,7.2
1957-11-28,1000,7.2
1957-11-28,2600,9.2
1957-11-28,1500,8.1
1957-11-28,2000,9.4
1957-11-28,100,7.2
1957-12-19,2000,4.7
1957-12-19,1500,4.2
1957-12-19,100,3.7
1957-12-19,2600,5.1
1957-12-19,500,3.7
1957-12-19,1000,3.7
1958-01-15,500,2.5
1958-01-15,1500,2.5
1958-01-15,2000,2.9
1958-01-15,100,2.5
1958-01-15,1000,2.5
1958-01-15,2600,3.4
1958-01-31,1000,1.6
1958-01-31,2600,3.9
1958-01-31,100,1.1
1958-01-31,1500,1.7
1958-01-31,2000,1.8
1958-01-31,500,1.5
1958-03-20,1500,0.3
1958-03-20,500,0.4
1958-03-20,2600,0.8
1958-03-20,2000,0.3
1958-03-20,1000,0.5
1958-03-20,100,0.4
1958-04-10,1500,1.6
1958-04-10,2000,1.2
1958-04-10,100,2.0
1958-04-10,1000,2.0
1958-04-10,500,2.3
1958-04-10,2600,2.1
1958-05-07,500,5.7
1958-05-07,2000,3.9
1958-05-07,100,5.2
1958-05-07,1000,4.5
1958-05-07,1500,4.2
1958-05-07,2600,5.4
1958-05-30,500,11.0
1958-05-30,2000,5.3
1958-05-30,1500,6.8
1958-05-30,2600,5.0
1958-05-30,100,11.3
1958-05-30,1000,10.1
1958-06-19,100,14.3
1958-06-19,500,14.3
1958-06-19,1500,9.4
1958-06-19,1000,13.2
1958-06-19,2000,6.1
1958-06-19,2600,5.1
1958-07-02,1000,13.9
1958-07-02,2000,6.2
1958-07-02,2600,5.0
1958-07-02,500,17.1
1958-07-02,1500,11.5
1958-07-02,100,17.2
1958-07-23,2000,7.6
1958-07-23,100,15.6
1958-07-23,2600,7.3
1958-07-23,1500,12.3
1958-07-23,1000,13.4
1958-07-23,500,15.6
1958-08-16,500,16.4
1958-08-16,1000,15.8
1958-08-16,2600,9.5
1958-08-16,100,16.5
1958-08-16,2000,10.5
1958-08-16,1500,13.7
1958-09-01,500,16.8
1958-09-01,100,16.9
1958-09-01,2000,15.9
1958-09-01,1000,15.9
1958-09-01,2600,16.8
1958-09-01,1500,15.9
1958-10-28,500,11.7
1958-10-28,1500,12.1
1958-10-28,100,11.7
1958-10-28,2000,12.2
1958-10-28,1000,11.9
1958-10-28,2600,12.2
1958-11-25,1500,9.2
1958-11-25,2000,10.0
1958-11-25,500,8.1
1958-11-25,2600,10.7
1958-11-25,1000,8.3
1958-11-25,100,8.1
1958-12-17,500,5.0
1958-12-17,1500,7.8
1958-12-17,1000,5.6
1958-12-17,2600,9.6
1958-12-17,2000,9.5
1958-12-17,100,4.9
1959-01-20,1000,3.0
1959-01-20,500,3.0
1959-01-20,1500,3.0
1959-01-20,2600,5.2
1959-01-20,2000,4.7
1959-01-20,100,3.0
1959-02-11,500,1.6
1959-02-11,1500,2.7
1959-02-11,2600,4.5
1959-02-11,1000,1.7
1959-02-11,2000,3.2
1959-02-11,100,1.7
1959-03-09,1000,2.3
1959-03-09,2600,2.1
1959-03-09,100,2.9
1959-03-09,2000,2.4
1959-03-09,1500,2.2
1959-03-09,500,2.7
1959-03-24,2000,2.8
1959-03-24,1000,3.1
1959-03-24,500,3.3
1959-03-24,100,3.3
1959-03-24,1500,3.0
1959-03-24,2600,2.7
1959-05-12,500,11.3
1959-05-12,100,11.4
1959-05-12,1000,9.4
1959-05-12,2000,5.8
1959-05-12,2600,4.5
1959-05-12,1500,6.5
1959-06-09,1500,8.0
1959-06-09,2000,6.1
1959-06-09,1000,8.6
1959-06-09,100,14.4
1959-06-09,500,13.9
1959-06-09,2600,5.8
1959-07-06,1500,11.2
1959-07-06,2600,8.4
1959-07-06,2000,8.9
1959-07-06,100,17.5
1959-07-06,500,17.0
1959-07-06,1000,15.7
1959-07-23,100,20.1
1959-07-23,2000,15.2
1959-07-23,1000,18.7
1959-07-23,1500,16.0
1959-07-23,2600,8.6
1959-07-23,500,19.0
1959-08-28,1500,19.4
1959-08-28,1000,19.1
1959-08-28,100,19.1
1959-08-28,2600,10.2
1959-08-28,500,19.1
1959-08-28,2000,14.0
1959-10-09,100,13.8
1959-10-09,1000,13.8
1959-10-09,2600,12.0
1959-10-09,2000,15.7
1959-10-09,500,13.8
1959-10-09,1500,14.0
1959-10-26,2600,13.5
1959-10-26,1000,12.3
1959-10-26,1500,12.9
1959-10-26,2000,13.3
1959-10-26,100,12.3
1959-10-26,500,12.3
1959-12-19,2600,4.8
1959-12-19,100,4.2
1959-12-19,2000,4.4
1959-12-19,1500,4.4
1959-12-19,1000,4.4
1959-12-19,500,4.2
1960-01-06,2000,5.3
1960-01-06,500,4.5
1960-01-06,1000,4.6
1960-01-06,100,4.5
1960-01-06,1500,4.9
1960-01-06,2600,5.4
1960-01-26,500,2.5
1960-01-26,100,2.5
1960-01-26,1000,2.6
1960-01-26,2000,4.0
1960-01-26,2600,4.5
1960-01-26,1500,3.4
1960-02-11,1000,0.8
1960-02-11,100,0.6
1960-02-11,2000,2.8
1960-02-11,2600,3.9
1960-02-11,1500,1.4
1960-02-11,500,0.6
1960-03-02,2600,2.7
1960-03-02,1500,1.4
1960-03-02,2000,1.3
1960-03-02,100,1.6
1960-03-02,1000,1.5
1960-03-02,500,1.6
1960-03-31,500,2.2
1960-03-31,2600,1.5
1960-03-31,100,2.2
1960-03-31,2000,1.9
1960-03-31,1500,2.1
1960-03-31,1000,2.0
1960-04-27,1500,6.1
1960-04-27,100,6.3
1960-04-27,500,6.2
1960-04-27,2600,3.8
1960-04-27,2000,6.0
1960-04-27,1000,6.2
1960-05-30,500,12.3
1960-05-30,2000,9.0
1960-05-30,100,12.3
1960-05-30,1000,10.1
1960-05-30,2600,5.7
1960-05-30,1500,8.7
1960-06-21,1500,12.9
1960-06-21,2000,7.4
1960-06-21,100,15.7
1960-06-21,500,15.1
1960-06-21,1000,14.6
1960-06-21,2600,5.9
1960-07-06,1000,13.3
1960-07-06,100,13.8
1960-07-06,2000,7.4
1960-07-06,1500,13.2
1960-07-06,500,13.7
1960-07-06,2600,9.3
1960-08-16,1000,17.1
1960-08-16,2000,8.2
1960-08-16,100,17.0
1960-08-16,1500,15.1
1960-08-16,2600,10.7
1960-08-16,500,-0.9
1960-09-06,500,15.7
1960-09-06,1000,16.0
1960-09-06,2000,11.9
1960-09-06,1500,13.6
1960-09-06,100,15.8
1960-09-06,2600,11.5
1960-10-18,2000,10.0
1960-10-18,2600,12.9
1960-10-18,500,10.0
1960-10-18,100,10.0
1960-10-18,1000,10.0
1960-10-18,1500,10.1
1960-11-08,100,9.5
1960-11-08,1500,9.6
1960-11-08,1000,9.6
1960-11-08,2600,12.9
1960-11-08,2000,9.6
1960-11-08,500,9.6
1960-12-15,500,5.2
1960-12-15,2000,7.4
1960-12-15,1000,5.4
1960-12-15,1500,6.8
1960-12-15,100,5.2
1960-12-15,2600,7.6
1961-01-27,1500,2.0
1961-01-27,1000,1.4
1961-01-27,100,1.3
1961-01-27,2000,4.9
1961-01-27,500,1.3
1961-01-27,2600,5.6
1961-02-15,100,2.8
1961-02-15,2000,2.5
1961-02-15,500,2.8
1961-02-15,1000,2.7
1961-02-15,2600,3.2
1961-02-15,1500,2.4
1961-03-13,2000,3.5
1961-03-13,1500,3.6
1961-03-13,1000,3.7
1961-03-13,500,4.2
1961-03-13,100,4.2
1961-03-13,2600,3.7
1961-04-12,500,6.0
1961-04-12,1500,5.5
1961-04-12,1000,6.0
1961-04-12,2600,5.1
1961-04-12,2000,5.1
1961-04-12,100,6.2
1961-05-25,2600,6.9
1961-05-25,500,12.0
1961-05-25,1500,8.4
1961-05-25,100,12.5
1961-05-25,2000,7.7
1961-05-25,1000,10.8
1961-06-12,1000,11.9
1961-06-12,100,16.3
1961-06-12,2600,7.2
1961-06-12,500,16.2
1961-06-12,2000,7.7
1961-06-12,1500,9.9
1961-07-12,500,15.5
1961-07-12,1500,9.0
1961-07-12,2600,8.6
1961-07-12,100,16.1
1961-07-12,1000,14.1
1961-07-12,2000,8.6
1961-08-02,2600,8.9
1961-08-02,2000,9.7
1961-08-02,1500,11.9
1961-08-02,1000,15.3
1961-08-02,500,15.8
1961-08-02,100,15.9
1961-09-07,500,15.3
1961-09-07,2000,12.5
1961-09-07,100,15.9
1961-09-07,2600,10.3
1961-09-07,1500,13.4
1961-09-07,1000,14.8
1961-10-11,100,14.1
1961-10-11,1500,14.6
1961-10-11,2000,14.8
1961-10-11,2600,15.4
1961-10-11,1000,14.4
1961-10-11,500,14.2
1961-11-16,500,8.5
1961-11-16,1500,9.8
1961-11-16,2600,12.2
1961-11-16,1000,9.1
1961-11-16,2000,10.8
1961-11-16,100,8.4
1961-12-14,100,6.0
1961-12-14,500,6.0
1961-12-14,2000,7.8
1961-12-14,2600,8.4
1961-12-14,1000,6.3
1961-12-14,1500,7.8
1962-03-06,1000,0.9
1962-03-06,1500,0.9
1962-03-06,2600,0.9
1962-03-06,500,0.9
1962-03-06,100,1.2
1962-03-06,2000,1.0
1962-03-27,2600,1.4
1962-03-27,100,2.2
1962-03-27,2000,1.5
1962-03-27,500,1.2
1962-03-27,1500,1.3
1962-03-27,1000,1.4
1962-04-18,2600,2.2
1962-04-18,500,4.7
1962-04-18,1500,2.1
1962-04-18,1000,3.6
1962-04-18,100,5.0
1962-04-18,2000,1.9
1962-05-09,1000,4.5
1962-05-09,1500,3.8
1962-05-09,100,5.8
1962-05-09,500,5.4
1962-05-09,2600,2.7
1962-05-09,2000,2.7
1962-05-24,1000,6.2
1962-05-24,2600,3.1
1962-05-24,2000,2.9
1962-05-24,500,8.4
1962-05-24,1500,3.9
1962-05-24,100,10.5
1962-06-21,500,13.2
1962-06-21,1500,5.0
1962-06-21,100,14.5
1962-06-21,1000,5.5
1962-06-21,2000,4.6
1962-06-21,2600,4.5
1962-07-18,1500,6.0
1962-07-18,500,17.0
1962-07-18,2000,8.9
1962-07-18,2600,7.7
1962-07-18,100,17.7
1962-07-18,1000,16.6
1962-08-15,100,14.9
1962-08-15,2600,8.7
1962-08-15,1000,13.1
1962-08-15,2000,9.2
1962-08-15,500,15.0
1962-08-15,1500,12.6
1962-09-05,2600,9.5
1962-09-05,500,14.1
1962-09-05,1500,11.1
1962-09-05,100,14.2
1962-09-05,1000,13.0
1962-09-05,2000,10.0
1962-10-10,100,13.4
1962-10-10,1000,13.8
1962-10-10,500,13.7
1962-10-10,1500,13.7
1962-10-10,2000,13.3
1962-10-10,2600,10.8
1962-10-25,2600,12.0
1962-10-25,100,11.0
1962-10-25,500,11.4
1962-10-25,2000,12.3
1962-10-25,1000,12.8
1962-10-25,1500,12.7
1962-11-19,1500,7.6
1962-11-19,2600,8.4
1962-11-19,100,7.4
1962-11-19,1000,7.5
1962-11-19,500,7.4
1962-11-19,2000,7.7
1962-12-11,2000,5.2
1962-12-11,1500,5.2
1962-12-11,2600,6.3
1962-12-11,500,5.3
1962-12-11,1000,5.3
1962-12-11,100,5.2
1963-03-28,2000,0.6
1963-03-28,1500,0.0
1963-03-28,1000,-0.3
1963-03-28,2600,0.5
1963-03-28,500,-0.1
1963-03-28,100,0.1
1963-04-08,2600,0.7
1963-04-08,2000,0.7
1963-04-08,500,0.5
1963-04-08,100,0.6
1963-04-08,1500,0.8
1963-04-08,1000,0.6
1963-05-15,1500,1.1
1963-05-15,2600,3.7
1963-05-15,100,6.8
1963-05-15,1000,1.4
1963-05-15,500,5.7
1963-05-15,2000,2.5
1963-06-05,2000,4.0
1963-06-05,1500,2.2
1963-06-05,1000,7.0
1963-06-05,500,14.5
1963-06-05,2600,4.6
1963-06-05,100,14.5
1963-07-02,1500,6.4
1963-07-02,2600,6.1
1963-07-02,500,15.3
1963-07-02,1000,9.9
1963-07-02,2000,5.5
1963-07-02,100,16.6
1963-08-06,2600,7.8
1963-08-06,100,19.9
1963-08-06,1000,15.4
1963-08-06,500,18.3
1963-08-06,1500,10.9
1963-08-06,2000,7.3
1963-09-03,2600,8.4
1963-09-03,2000,10.3
1963-09-03,500,15.6
1963-09-03,100,15.7
1963-09-03,1500,13.0
1963-09-03,1000,14.5
1963-10-03,2000,10.1
1963-10-03,1500,11.4
1963-10-03,1000,13.2
1963-10-03,100,12.6
1963-10-03,500,12.7
1963-10-03,2600,9.6
1963-11-04,500,10.1
1963-11-04,2000,10.8
1963-11-04,1000,10.1
1963-11-04,100,10.1
1963-11-04,1500,10.2
1963-11-04,2600,10.2
1963-12-02,100,7.4
1963-12-02,2000,8.5
1963-12-02,2600,8.7
1963-12-02,1500,8.5
1963-12-02,500,7.3
1963-12-02,1000,-9.9
1964-02-04,1500,2.9
1964-02-04,2000,3.5
1964-02-04,500,2.9
1964-02-04,100,
1964-02-04,2600,3.2
1964-02-04,1000,2.9
1964-02-25,2000,2.0
1964-02-25,100,1.4
1964-02-25,1000,1.0
1964-02-25,2600,2.4
1964-02-25,500,1.0
1964-02-25,1500,1.4
1964-03-17,100,0.1
1964-03-17,2000,0.3
1964-03-17,1000,0.2
1964-03-17,1500,0.4
1964-03-17,2600,1.2
1964-03-17,500,0.1
1964-04-07,1000,1.0
1964-04-07,100,1.8
1964-04-07,1500,0.8
1964-04-07,2000,0.8
1964-04-07,2600,1.0
1964-04-07,500,1.7
1964-05-13,500,7.4
1964-05-13,1500,5.6
1964-05-13,2600,5.5
1964-05-13,100,7.9
1964-05-13,2000,5.5
1964-05-13,1000,5.9
1964-06-09,1500,8.3
1964-06-09,500,12.4
1964-06-09,100,13.7
1964-06-09,1000,11.1
1964-06-09,2000,5.6
1964-06-09,2600,5.5
1964-07-21,1000,14.9
1964-07-21,2600,8.5
1964-07-21,1500,12.1
1964-07-21,500,17.3
1964-07-21,100,18.1
1964-07-21,2000,8.7
1964-08-27,500,16.6
1964-08-27,1000,15.9
1964-08-27,2000,11.4
1964-08-27,1500,14.0
1964-08-27,100,16.7
1964-08-27,2600,9.9
1964-09-10,100,15.7
1964-09-10,1500,14.9
1964-09-10,1000,15.8
1964-09-10,2600,10.2
1964-09-10,500,15.7
1964-09-10,2000,11.3
1964-10-20,500,11.4
1964-10-20,1000,11.4
1964-10-20,2000,12.1
1964-10-20,2600,
1964-10-20,100,11.1
1964-10-20,1500,11.4
1964-11-17,500,9.4
1964-11-17,2600,11.9
1964-11-17,2000,10.2
1964-11-17,1000,9.5
1964-11-17,100,9.1
1964-11-17,1500,9.6
1964-12-15,500,6.5
1964-12-15,2600,7.8
1964-12-15,1000,6.8
1964-12-15,100,6.4
1964-12-15,2000,7.3
1964-12-15,1500,6.9
1965-01-19,1000,4.1
1965-01-19,2600,4.6
1965-01-19,1500,4.5
1965-01-19,500,4.0
1965-01-19,2000,4.6
1965-01-19,100,3.9
1965-02-17,1500,1.7
1965-02-17,100,1.5
1965-02-17,1000,1.7
1965-02-17,500,1.7
1965-02-17,2000,2.7
1965-02-17,2600,2.7
1965-03-16,2000,1.2
1965-03-16,500,0.9
1965-03-16,2600,1.9
1965-03-16,1000,0.7
1965-03-16,100,1.1
1965-03-16,1500,0.9
1965-04-24,1000,4.8
1965-04-24,2000,3.0
1965-04-24,500,5.7
1965-04-24,1500,3.7
1965-04-24,2600,1.7
1965-04-24,100,6.2
1965-05-11,500,7.3
1965-05-11,2000,5.2
1965-05-11,100,7.4
1965-05-11,1500,7.5
1965-05-11,1000,7.2
1965-05-11,2600,3.2
1965-06-15,100,15.5
1965-06-15,2600,5.5
1965-06-15,1500,6.6
1965-06-15,2000,5.5
1965-06-15,500,14.6
1965-06-15,1000,13.5
1965-07-21,2600,10.4
1965-07-21,100,15.9
1965-07-21,1000,12.4
1965-07-21,500,15.8
1965-07-21,1500,11.5
1965-07-21,2000,10.3
1965-08-24,1500,15.1
1965-08-24,100,16.7
1965-08-24,2600,10.2
1965-08-24,500,16.3
1965-08-24,1000,16.1
1965-08-24,2000,11.6
1965-09-07,1000,15.1
1965-09-07,2000,12.1
1965-09-07,2600,11.3
1965-09-07,100,14.9
1965-09-07,500,14.9
1965-09-07,1500,14.8
1965-10-05,1000,14.1
1965-10-05,100,14.0
1965-10-05,2600,12.0
1965-10-05,2000,13.0
1965-10-05,1500,
1965-10-05,500,14.0
1965-11-02,2000,12.5
1965-11-02,2600,12.6
1965-11-02,100,12.0
1965-11-02,1000,12.2
1965-11-02,500,12.0
1965-11-02,1500,12.3
1965-12-07,1000,4.5
1965-12-07,1500,4.4
1965-12-07,2600,4.5
1965-12-07,2000,4.4
1965-12-07,500,4.5
1965-12-07,100,4.5
1966-01-18,100,0.4
1966-01-18,1500,0.7
1966-01-18,500,1.0
1966-01-18,2600,0.8
1966-01-18,2000,0.5
1966-01-18,1000,0.7
1966-02-14,2600,
1966-02-14,1500,
1966-02-14,1000,
1966-02-14,2000,
1966-02-14,500,
1966-02-14,100,
1966-03-14,1500,0.9
1966-03-14,500,0.8
1966-03-14,1000,0.9
1966-03-14,2000,0.6
1966-03-14,2600,0.5
1966-03-14,100,0.9
1966-04-05,2000,3.1
1966-04-05,1500,2.3
1966-04-05,100,3.4
1966-04-05,2600,3.0
1966-04-05,1000,2.4
1966-04-05,500,3.3
1966-05-10,1500,3.2
1966-05-10,2000,2.6
1966-05-10,2600,2.7
1966-05-10,1000,5.2
1966-05-10,500,5.4
1966-05-10,100,8.1
1966-06-23,500,17.0
1966-06-23,100,17.4
1966-06-23,1500,
1966-06-23,2600,8.1
1966-06-23,2000,5.5
1966-06-23,1000,14.3
1966-07-12,2000,6.9
1966-07-12,2600,7.1
1966-07-12,1500,7.5
1966-07-12,1000,9.6
1966-07-12,500,
1966-07-12,100,
1966-08-02,100,13.3
1966-08-02,500,12.4
1966-08-02,1000,9.6
1966-08-02,2600,6.2
1966-08-02,2000,7.5
1966-08-02,1500,8.4
1966-09-05,500,
1966-09-05,1000,
1966-09-05,1500,14.2
1966-09-05,2000,
1966-09-05,2600,8.9
1966-09-05,100,16.1
1966-10-03,2600,
1966-10-03,1000,13.3
1966-10-03,1500,12.4
1966-10-03,500,
1966-10-03,2000,11.4
1966-10-03,100,
1966-10-31,2600,12.0
1966-10-31,2000,12.3
1966-10-31,100,9.7
1966-10-31,1000,10.8
1966-10-31,500,
1966-10-31,1500,12.2
1966-12-06,1000,7.0
1966-12-06,2600,10.0
1966-12-06,100,6.6
1966-12-06,1500,8.7
1966-12-06,500,6.5
1966-12-06,2000,9.8
1967-01-10,1500,4.8
1967-01-10,1000,
1967-01-10,500,2.5
1967-01-10,2600,5.1
1967-01-10,100,2.5
1967-01-10,2000,
1967-02-07,2600,4.5
1967-02-07,500,3.2
1967-02-07,1000,3.2
1967-02-07,1500,3.2
1967-02-07,100,2.9
1967-02-07,2000,3.6
1967-03-06,2000,3.2
1967-03-06,2600,3.2
1967-03-06,500,3.0
1967-03-06,100,3.1
1967-03-06,1000,3.0
1967-03-06,1500,2.9
1967-04-05,100,5.1
1967-04-05,2600,4.0
1967-04-05,500,5.0
1967-04-05,1000,4.6
1967-04-05,2000,4.2
1967-04-05,1500,4.0
1967-05-08,1000,7.2
1967-05-08,100,8.6
1967-05-08,1500,5.8
1967-05-08,2600,4.7
1967-05-08,500,7.5
1967-05-08,2000,5.2
1967-06-05,500,
1967-06-05,2600,5.5
1967-06-05,2000,7.0
1967-06-05,1000,12.0
1967-06-05,100,
1967-06-05,1500,9.6
1967-07-03,2000,8.5
1967-07-03,1000,12.6
1967-07-03,500,14.5
1967-07-03,1500,
1967-07-03,100,16.1
1967-07-03,2600,7.6
1967-08-01,100,19.1
1967-08-01,2000,8.6
1967-08-01,2600,8.7
1967-08-01,1500,12.7
1967-08-01,500,18.8
1967-08-01,1000,15.8
1967-09-18,100,16.0
1967-09-18,2000,11.3
1967-09-18,500,16.1
1967-09-18,2600,10.5
1967-09-18,1000,14.4
1967-09-18,1500,13.9
1967-10-10,2600,11.6
1967-10-10,500,13.2
1967-10-10,1500,12.6
1967-10-10,100,13.2
1967-10-10,1000,13.0
1967-10-10,2000,11.6
1967-11-06,2600,11.4
1967-11-06,100,10.1
1967-11-06,2000,10.8
1967-11-06,500,10.1
1967-11-06,1500,10.3
1967-11-06,1000,10.1
1967-12-04,2600,8.4
1967-12-04,1500,7.1
1967-12-04,1000,6.8
1967-12-04,100,6.7
1967-12-04,500,6.7
1967-12-04,2000,7.1
1968-01-08,1000,2.9
1968-01-08,1500,2.8
1968-01-08,500,2.9
1968-01-08,100,2.9
1968-01-08,2000,2.9
1968-01-08,2600,3.0
1968-01-29,500,1.3
1968-01-29,1000,1.3
1968-01-29,2600,1.5
1968-01-29,100,1.4
1968-01-29,1500,1.3
1968-01-29,2000,1.4
1968-02-20,2000,1.4
1968-02-20,100,0.9
1968-02-20,500,1.0
1968-02-20,1000,1.0
1968-02-20,1500,1.2
1968-02-20,2600,1.6
1968-03-18,1500,1.5
1968-03-18,2000,1.5
1968-03-18,100,1.5
1968-03-18,1000,1.5
1968-03-18,500,1.5
1968-03-18,2600,1.5
1968-04-02,2600,2.3
1968-04-02,100,3.7
1968-04-02,500,3.7
1968-04-02,2000,2.3
1968-04-02,1000,3.7
1968-04-02,1500,2.6
1968-05-06,2600,3.6
1968-05-06,500,8.6
1968-05-06,1500,6.5
1968-05-06,1000,7.1
1968-05-06,2000,3.9
1968-05-06,100,9.5
1968-06-12,100,13.6
1968-06-12,1500,11.3
1968-06-12,500,13.4
1968-06-12,2000,7.6
1968-06-12,2600,5.7
1968-06-12,1000,13.3
1968-07-03,1500,8.0
1968-07-03,2000,8.1
1968-07-03,2600,
1968-07-03,1000,7.6
1968-07-03,100,16.0
1968-07-03,500,14.6
1968-08-19,100,16.8
1968-08-19,1500,14.8
1968-08-19,500,16.6
1968-08-19,1000,16.7
1968-08-19,2600,
1968-08-19,2000,11.1
1968-09-16,500,17.0
1968-09-16,1500,17.0
1968-09-16,2600,9.6
1968-09-16,100,17.0
1968-09-16,2000,17.0
1968-09-16,1000,17.0
1968-10-21,2600,11.7
1968-10-21,1500,11.9
1968-10-21,1000,12.0
1968-10-21,100,12.0
1968-10-21,500,12.0
1968-10-21,2000,11.8
1968-11-18,2600,7.2
1968-11-18,1000,7.2
1968-11-18,100,7.3
1968-11-18,1500,7.2
1968-11-18,500,7.3
1968-11-18,2000,7.2
1968-12-19,500,4.2
1968-12-19,100,4.0
1968-12-19,1500,4.2
1968-12-19,2000,7.3
1968-12-19,1000,4.1
1968-12-19,2600,7.2
1969-01-14,1000,1.5
1969-01-14,1500,3.5
1969-01-14,500,1.5
1969-01-14,100,1.5
1969-01-14,2600,5.7
1969-01-14,2000,3.9
1969-02-25,1000,0.1
1969-02-25,1500,0.1
1969-02-25,2000,0.1
1969-02-25,100,0.0
1969-02-25,2600,1.3
1969-02-25,500,0.0
1969-03-24,100,0.2
1969-03-24,1500,0.1
1969-03-24,2000,0.0
1969-03-24,500,0.2
1969-03-24,1000,0.1
1969-03-24,2600,-0.1
1969-04-22,100,2.1
1969-04-22,1500,2.1
1969-04-22,2000,2.0
1969-04-22,500,2.1
1969-04-22,2600,2.0
1969-04-22,1000,2.1
1969-05-13,500,7.6
1969-05-13,100,8.1
1969-05-13,1500,6.0
1969-05-13,2600,3.5
1969-05-13,1000,6.7
1969-05-13,2000,3.7
1969-06-18,1000,10.7
1969-06-18,500,12.9
1969-06-18,2000,5.4
1969-06-18,2600,3.9
1969-06-18,100,17.4
1969-06-18,1500,7.1
1969-07-23,2600,9.3
1969-07-23,2000,9.8
1969-07-23,100,18.2
1969-07-23,500,16.7
1969-07-23,1000,10.4
1969-07-23,1500,9.8
1969-08-15,1000,18.9
1969-08-15,2000,16.1
1969-08-15,500,19.3
1969-08-15,2600,9.4
1969-08-15,100,19.8
1969-08-15,1500,19.0
1969-09-09,2000,15.1
1969-09-09,2600,12.0
1969-09-09,1000,17.0
1969-09-09,500,17.1
1969-09-09,100,17.1
1969-09-09,1500,16.9
1969-10-06,2000,13.4
1969-10-06,1000,13.5
1969-10-06,1500,13.5
1969-10-06,2600,11.7
1969-10-06,500,13.4
1969-10-06,100,13.5
1969-11-05,2600,12.1
1969-11-05,500,10.8
1969-11-05,1500,11.3
1969-11-05,2000,11.8
1969-11-05,100,10.8
1969-11-05,1000,10.9
1969-12-02,100,5.8
1969-12-02,500,5.8
1969-12-02,1000,5.8
1969-12-02,2600,6.0
1969-12-02,1500,5.8
1969-12-02,2000,5.8
1970-01-07,100,-0.4
1970-01-07,500,-0.3
1970-01-07,2000,0.4
1970-01-07,1000,-0.1
1970-01-07,2600,0.7
1970-01-07,1500,0.1
1970-02-04,500,-0.7
1970-02-04,100,-0.6
1970-02-04,1500,-0.7
1970-02-04,2600,-0.5
1970-02-04,1000,-0.7
1970-02-04,2000,-0.6
1970-03-16,100,0.0
1970-03-16,2000,0.2
1970-03-16,500,-0.1
1970-03-16,2600,0.5
1970-03-16,1500,-0.2
1970-03-16,1000,-0.4
1970-04-06,1000,1.1
1970-04-06,2000,1.2
1970-04-06,1500,0.8
1970-04-06,100,1.3
1970-04-06,2600,1.8
1970-04-06,500,1.2
1970-05-19,100,9.0
1970-05-19,1500,7.1
1970-05-19,2000,4.3
1970-05-19,2600,2.6
1970-05-19,1000,8.4
1970-05-19,500,8.7
1970-06-09,2600,3.0
1970-06-09,500,13.6
1970-06-09,2000,4.9
1970-06-09,100,13.7
1970-06-09,1000,7.8
1970-06-09,1500,7.2
1970-07-14,2600,6.3
1970-07-14,100,13.6
1970-07-14,1000,12.9
1970-07-14,500,13.3
1970-07-14,2000,8.1
1970-07-14,1500,10.0
1970-08-20,500,15.6
1970-08-20,2000,9.7
1970-08-20,1000,13.4
1970-08-20,2600,9.3
1970-08-20,1500,10.7
1970-08-20,100,15.7
1970-09-29,500,13.9
1970-09-29,1500,12.5
1970-09-29,100,13.4
1970-09-29,1000,13.3
1970-09-29,2000,12.3
1970-09-29,2600,10.5
1970-10-15,100,12.7
1970-10-15,500,12.7
1970-10-15,2000,12.8
1970-10-15,2600,12.2
1970-10-15,1500,12.8
1970-10-15,1000,12.6
1970-11-02,2000,10.7
1970-11-02,100,10.6
1970-11-02,500,10.6
1970-11-02,1500,10.6
1970-11-02,2600,11.5
1970-11-02,1000,10.6
1970-12-01,500,7.5
1970-12-01,2600,9.4
1970-12-01,1000,7.5
1970-12-01,100,7.6
1970-12-01,2000,9.1
1970-12-01,1500,8.5
1971-01-19,500,1.9
1971-01-19,1500,2.9
