DATE,DEPTH,CHLORA
2005-01-18,1000,0.58
2005-01-18,1500,0.24
2005-01-18,2000,0.44
2005-01-18,2500,0.31
2005-02-22,100,1.47
2005-02-22,500,2.35
2005-02-22,1000,2.49
2005-02-22,1500,2.26
2005-02-22,2000,1.57
2005-02-22,2500,3.61
2005-03-29,100,5.85
2005-03-29,500,4.78
2005-03-29,1000,5.6
2005-03-29,1500,5.02
2005-03-29,2000,4.75
2005-03-29,2500,4.53
2005-04-26,100,0.86
2005-04-26,500,0.86
2005-04-26,1000,1.53
2005-04-26,1500,1.3
2005-04-26,2000,0.45
2005-04-26,2500,0.03
2005-05-20,100,0.91
2005-05-20,500,1.01
2005-05-20,1000,0.49
2005-05-20,1500,0.99
2005-05-20,2000,0.24
2005-05-20,2500,0.09
2005-06-21,100,0.62
2005-06-21,500,1.12
2005-06-21,1000,1.04
2005-06-21,1500,0.47
2005-06-21,2000,0.23
2005-06-21,2500,0.19
2005-07-28,100,1.71
2005-07-28,500,1.84
2005-07-28,1000,2.97
2005-07-28,1500,0.55
2005-07-28,2000,0.35
2005-07-28,2500,0.48
2005-08-11,100,1.32
2005-08-11,500,1.93
2005-08-11,1000,2.14
2005-08-11,1500,1.42
2005-08-11,2000,0.78
2005-08-11,2500,0.53
2005-09-14,100,1.41
2005-09-14,500,1.22
2005-09-14,1000,1.68
2005-09-14,1500,5.2
2005-09-14,2000,2.58
2005-09-14,2500,0.83
2005-10-26,100,2.47
2005-10-26,500,3.58
2005-10-26,1000,1.42
2005-10-26,1500,0.8
2005-10-26,2000,0.54
2005-10-26,2500,0.59
2005-11-15,100,1.45
2005-11-15,500,1.1
2005-11-15,1000,0.63
2005-11-15,1500,0.37
2005-11-15,2000,0.49
2005-11-15,2500,0.37
2005-12-13,100,3.49
2005-12-13,500,3.47
2005-12-13,1000,2.41
2005-12-13,1500,2.63
2005-12-13,2000,3.43
2005-12-13,2500,2.27
2006-01-17,100,2.94
2006-01-17,500,3.66
2006-01-17,1000,3.81
2006-01-17,1500,3.46
2006-01-17,2000,1.62
2006-01-17,2500,1.12
2006-02-14,100,4.01
2006-02-14,500,5.24
2006-02-14,1000,6.55
2006-02-14,1500,4.16
2006-02-14,2000,1.5
2006-02-14,2500,1.35
2006-03-14,100,0.63
2006-03-14,500,0.93
2006-03-14,1000,1.82
2006-03-14,1500,1.68
2006-03-14,2000,1.5
2006-03-14,2500,2.38
2006-04-21,100,1.96
2006-04-21,500,2.49
2006-04-21,1000,0.41
2006-04-21,1500,0.13
2006-04-21,2000,0.04
2006-04-21,2500,0.16
2006-05-17,100,1.22
2006-05-17,500,1.66
2006-05-17,1000,0.67
2006-05-17,1500,0.63
2006-05-17,2000,0.11
2006-05-17,2500,0.11
2006-06-21,100,1.53
2006-06-21,500,1.79
2006-06-21,1000,2.97
2006-06-21,1500,3.62
2006-06-21,2000,0.94
2006-06-21,2500,0.31
2006-07-27,100,1.01
2006-07-27,500,0.43
2006-07-27,1000,3.23
2006-07-27,1500,0.74
2006-07-27,2000,2.52
2006-07-27,2500,0.42
2006-08-17,100,3.09
2006-08-17,500,2.83
2006-08-17,1000,1.38
2006-08-17,1500,2.08
2006-08-17,2000,2.19
2006-08-17,2500,0.61
2006-09-20,100,3.08
2006-09-20,500,3.14
2006-09-20,1000,3.01
2006-09-20,1500,2.8
2006-09-20,2000,1.47
2006-09-20,2500,0.28
2006-10-11,100,3.38
2006-10-11,500,2.13
2006-10-11,1000,3.77
2006-10-11,1500,
2006-10-11,2000,
2006-10-11,2500,
2006-11-14,100,7.46
2006-11-14,500,6.99
2006-11-14,1000,8.12
2006-11-14,1500,8.14
2006-11-14,2000,5.5
2006-11-14,2500,1.03
2006-12-12,100,7.27
2006-12-12,500,8.58
2006-12-12,1000,7.24
2006-12-12,1500,7.45
2006-12-12,2000,8.69
2006-12-12,2500,6.87
2007-02-22,100,0.89
2007-02-22,500,1.2
2007-02-22,1000,1.19
2007-02-22,1500,0.78
2007-02-22,2000,0.7
2007-02-22,2500,0.6
2007-03-15,100,13.34
2007-03-15,500,18.43
2007-03-15,1000,1.12
2007-03-15,1500,0.26
2007-03-15,2000,0.2
2007-03-15,2500,0.07
2007-04-05,100,3.05
2007-04-05,500,1.49
2007-04-05,1000,1.49
2007-04-05,1500,1.16
2007-04-05,2000,0.08
2007-04-05,2500,0.0
2007-05-04,100,
2007-05-04,500,
2007-05-04,1000,
2007-05-04,1500,
2007-05-04,2000,
2007-05-04,2500,
2007-05-14,100,2.0
2007-05-14,500,1.96
2007-05-14,1000,0.64
2007-05-14,1500,0.45
2007-05-14,2000,0.08
2007-05-14,2500,0.19
2007-06-14,100,0.98
2007-06-14,500,1.77
2007-06-14,1000,2.27
2007-06-14,1500,2.48
2007-06-14,2000,0.69
2007-06-14,2500,0.05
2007-07-12,100,3.19
2007-07-12,500,3.13
2007-07-12,1000,3.7
2007-07-12,1500,1.05
2007-07-12,2000,0.26
2007-07-12,2500,0.26
2007-08-16,100,1.87
2007-08-16,500,1.87
2007-08-16,1000,0.36
2007-08-16,1500,1.15
2007-08-16,2000,0.12
2007-08-16,2500,0.85
2007-09-12,100,1.36
2007-09-12,500,1.59
2007-09-12,1000,1.36
2007-09-12,1500,1.44
2007-09-12,2000,2.12
2007-09-12,2500,0.3
2007-10-16,100,2.65
2007-10-16,500,2.0
2007-10-16,1000,2.18
2007-10-16,1500,2.0
2007-10-16,2000,1.27
2007-10-16,2500,0.27
2007-11-13,100,5.12
2007-11-13,500,4.81
2007-11-13,1000,3.13
2007-11-13,1500,2.48
2007-11-13,2000,1.83
2007-11-13,2500,1.1
2007-12-11,100,1.27
2007-12-11,500,2.35
2007-12-11,1000,1.83
2007-12-11,1500,0.74
2007-12-11,2000,0.75
2007-12-11,2500,1.44
2008-01-17,100,0.66
2008-01-17,500,0.97
2008-01-17,1000,1.22
2008-01-17,1500,0.88
2008-01-17,2000,0.79
2008-01-17,2500,1.35
2008-02-19,100,9.45
2008-02-19,500,10.32
2008-02-19,1000,6.69
2008-02-19,1500,6.17
2008-02-19,2000,1.33
2008-02-19,2500,0.89
2008-03-01,0,
2008-04-16,100,0.53
2008-04-16,500,0.58
2008-04-16,1000,0.71
2008-04-16,1500,0.71
2008-04-16,2000,1.01
2008-04-16,2500,1.1
2008-05-20,100,0.32
2008-05-20,500,0.53
2008-05-20,1000,0.58
2008-05-20,1500,1.7
2008-05-20,2000,0.58
2008-05-20,2500,0.27
2008-06-24,100,0.81
2008-06-24,500,2.28
2008-06-24,1000,2.1
2008-06-24,1500,2.02
2008-06-24,2000,1.22
2008-06-24,2500,0.32
2008-07-09,100,2.54
2008-07-09,500,2.36
2008-07-09,1000,2.97
2008-07-09,1500,2.19
2008-07-09,2000,2.62
2008-07-09,2500,0.98
2008-08-19,100,1.83
2008-08-19,500,1.31
2008-08-19,1000,2.35
2008-08-19,1500,2.57
2008-08-19,2000,1.57
2008-08-19,2500,1.14
2008-09-15,100,
2008-09-15,500,
2008-09-15,1000,
2008-09-15,1500,
2008-09-15,2000,
2008-09-15,2500,
2008-09-16,100,
2008-09-16,500,
2008-09-16,1000,
2008-09-16,1500,
2008-09-16,2000,
2008-09-16,2500,
2008-09-17,100,2.02
2008-09-17,500,1.41
2008-09-17,1000,2.62
2008-09-17,1500,2.88
2008-09-17,2000,1.41
2008-09-17,2500,0.37
2008-09-18,100,
2008-09-18,500,
2008-09-18,1000,
2008-09-18,1500,
2008-09-18,2000,
2008-09-18,2500,
2008-10-27,100,2.45
2008-10-27,500,1.07
2008-10-27,1000,0.46
2008-10-27,1500,0.15
2008-10-27,2000,0.15
2008-10-27,2500,0.08
2008-11-17,100,3.52
2008-11-17,500,4.32
2008-11-17,1000,2.41
2008-11-17,1500,1.19
2008-11-17,2000,0.31
2008-11-17,2500,0.11
2008-12-08,100,
2008-12-08,500,
2008-12-08,1000,
2008-12-08,1500,
2008-12-08,2000,
2008-12-08,2500,
2019-10-29,100,
2019-10-29,500,
2019-10-29,1000,
2019-10-29,1500,
2019-10-29,2000,
2019-10-29,2500,
2019-11-19,100,
2019-11-19,500,
2019-11-19,1000,
2019-11-19,1500,
2019-11-19,2000,
2019-11-19,2500,
2019-12-10,100,
2019-12-10,500,
2019-12-10,1000,
2019-12-10,1500,
2019-12-10,2000,
2019-12-10,2500,
2020-01-07,100,
2020-01-07,500,
2020-01-07,1000,
2020-01-07,1500,
2020-01-07,2000,
2020-01-07,2500,
2020-03-03,100,
2020-03-03,500,
2020-03-03,1000,
2020-03-03,1500,
2020-03-03,2000,
2020-03-03,2500,
2020-04-28,100,
2020-04-28,500,
2020-04-28,1000,
2020-04-28,1500,
2020-04-28,2000,
2020-04-28,2500,
2020-05-19,100,
2020-05-19,500,
2020-05-19,1000,
2020-05-19,1500,
2020-05-19,2000,
2020-05-19,2500,
2020-06-09,100,
2020-06-09,500,
2020-06-09,1000,
2020-06-09,1500,
2020-06-09,2000,
2020-06-09,2500,
2020-07-01,100,
2020-07-01,500,
2020-07-01,1000,
2020-07-01,1500,
2020-07-01,2000,
2020-07-01,2500,
2020-07-30,100,
2020-07-30,500,
2020-07-30,1000,
2020-07-30,1500,
2020-07-30,2000,
2020-07-30,2500,
2020-08-24,100,
2020-08-24,500,
2020-08-24,1000,
2020-08-24,1500,
2020-08-24,2000,
2020-08-24,2500,
2020-09-15,100,
2020-09-15,500,
2020-09-15,1000,
2020-09-15,1500,
2020-09-15,2000,
2020-09-15,2500,
2021-02-17,100,
2021-02-17,500,
2021-02-17,1000,
2021-02-17,1500,
2021-02-17,2000,
2021-02-17,2500,
2021-03-16,100,
2021-03-16,500,
2021-03-16,1000,
2021-03-16,1500,
2021-03-16,2000,
2021-03-16,2500,
2021-04-07,100,
2021-04-07,500,
2021-04-07,1000,
2021-04-07,1500,
2021-04-07,2000,
2021-04-07,2500,
2021-05-26,100,
2021-05-26,500,
2021-05-26,1000,
2021-05-26,1500,
2021-05-26,2000,
2021-05-26,2500,
2021-06-09,100,
2021-06-09,500,
2021-06-09,1000,
2021-06-09,1500,
2021-06-09,2000,
2021-06-09,2500,
2021-07-21,2500,
2021-07-21,2000,
2021-07-21,1500,
2021-07-21,1000,
2021-07-21,500,
2021-07-21,100,
2021-08-21,100,
2021-08-21,500,
2021-08-21,1000,
2021-08-21,1500,
2021-08-21,2000,
2021-08-21,2500,
2021-09-01,100,
2021-09-01,500,
2021-09-01,1000,
2021-09-01,1500,
2021-09-01,2000,
2021-09-01,2500,
2021-10-06,100,
2021-10-06,500,
2021-10-06,1000,
2021-10-06,1500,
2021-10-06,2000,
2021-10-06,2500,
2021-11-03,100,
2021-11-03,500,
2021-11-03,1000,
2021-11-03,1500,
2021-11-03,2000,
2021-11-03,2500,
2022-02-02,100,
2022-02-02,500,
2022-02-02,1000,
2022-02-02,1500,
2022-02-02,2000,
2022-02-02,2500,
2022-03-02,100,
2022-03-02,500,
2022-03-02,1000,
2022-03-02,1500,
2022-03-02,2000,
2022-03-02,2500,
2022-04-12,100,
2022-04-12,500,
2022-04-12,1000,
2022-04-12,1500,
2022-04-12,2000,
2022-04-12,2500,
2022-05-03,100,
2022-05-03,500,
2022-05-03,1000,
2022-05-03,1500,
2022-05-03,2000,
2022-05-03,2500,
1999-06-18,100,
1999-06-18,500,
1999-06-18,1000,
1999-06-18,1500,
1999-06-18,2000,
1999-06-18,2500,
2012-05-14,0,
,0,
2019-12-10,0,
2020-10-16,100,
2020-10-16,500,
2020-10-16,1000,
2020-10-16,1500,
2020-10-16,2000,
2020-10-16,2500,
2021-07-20,100,
2021-07-20,500,
2021-07-20,1000,
2021-07-20,1500,
2021-07-20,2000,
2021-07-20,2500,
1960-03-31,500,2.9
1960-03-31,2600,26.5
1960-03-31,100,2.8
1960-03-31,2000,7.9
1960-03-31,1500,6.6
1960-03-31,1000,3.9
1960-04-27,1500,1.4
1960-04-27,100,1.8
1960-04-27,500,1.5
1960-04-27,2600,2.0
1960-04-27,2000,1.9
1960-04-27,1000,1.7
1960-05-30,500,1.3
1960-05-30,2000,0.6
1960-05-30,100,0.9
1960-05-30,1000,1.2
1960-05-30,2600,0.7
1960-05-30,1500,0.9
1960-06-21,1500,0.9
1960-06-21,2000,0.7
1960-06-21,100,0.5
1960-06-21,500,0.7
1960-06-21,1000,1.4
1960-06-21,2600,0.9
1960-07-06,1000,1.8
1960-07-06,100,1.4
1960-07-06,2000,1.8
1960-07-06,1500,1.0
1960-07-06,500,1.0
1960-07-06,2600,0.6
1960-08-16,1000,1.7
1960-08-16,2000,1.0
1960-08-16,100,2.5
1960-08-16,1500,1.0
1960-08-16,2600,1.3
1960-08-16,500,1.2
1960-09-06,500,2.7
1960-09-06,1000,0.6
1960-09-06,2000,0.5
1960-09-06,1500,0.5
1960-09-06,100,2.0
1960-09-06,2600,0.5
1960-10-18,2000,4.7
1960-10-18,2600,0.8
1960-10-18,500,4.4
1960-10-18,100,3.8
1960-10-18,1000,3.5
1960-10-18,1500,4.6
1960-11-08,100,3.8
1960-11-08,1500,3.4
1960-11-08,1000,3.2
1960-11-08,2600,1.0
1960-11-08,2000,3.4
1960-11-08,500,3.3
1960-12-15,500,7.4
1960-12-15,2000,1.3
1960-12-15,1000,4.3
1960-12-15,1500,3.0
1960-12-15,100,4.5
1960-12-15,2600,1.7
1961-01-27,1500,3.5
1961-01-27,1000,2.5
1961-01-27,100,2.3
1961-01-27,2000,2.8
1961-01-27,500,3.6
1961-01-27,2600,3.6
1961-02-15,100,5.2
1961-02-15,2000,5.6
1961-02-15,500,8.3
1961-02-15,1000,5.9
1961-02-15,2600,3.4
1961-02-15,1500,3.8
1961-03-13,2000,7.7
1961-03-13,1500,17.1
1961-03-13,1000,20.9
1961-03-13,500,22.9
1961-03-13,100,23.4
1961-03-13,2600,7.0
1961-04-12,500,46.0
1961-04-12,1500,56.9
1961-04-12,1000,22.8
1961-04-12,2600,31.4
1961-04-12,2000,25.8
1961-04-12,100,7.4
1961-05-25,2600,1.0
1961-05-25,500,1.3
1961-05-25,1500,14.5
1961-05-25,100,1.2
1961-05-25,2000,2.2
1961-05-25,1000,1.5
1961-06-12,1000,3.3
1961-06-12,100,3.3
1961-06-12,2600,2.7
1961-06-12,500,2.3
1961-06-12,2000,5.5
1961-06-12,1500,5.2
1961-07-12,500,2.4
1961-07-12,1500,6.4
1961-07-12,2600,2.8
1961-07-12,100,1.8
1961-07-12,1000,5.6
1961-07-12,2000,6.2
1961-08-02,2600,6.5
1961-08-02,2000,8.1
1961-08-02,1500,4.3
1961-08-02,1000,3.9
1961-08-02,500,2.6
1961-08-02,100,2.9
1961-09-07,500,5.3
1961-09-07,2000,1.2
1961-09-07,100,4.6
1961-09-07,2600,3.9
1961-09-07,1500,1.8
1961-09-07,1000,4.1
1961-10-11,100,4.7
1961-10-11,1500,5.0
1961-10-11,2000,4.7
1961-10-11,2600,1.0
1961-10-11,1000,8.9
1961-10-11,500,3.6
1961-11-16,500,12.5
1961-11-16,1500,9.9
1961-11-16,2600,3.9
1961-11-16,1000,10.1
1961-11-16,2000,7.0
1961-11-16,100,16.5
1961-12-14,100,5.3
1961-12-14,500,8.1
1961-12-14,2000,6.5
1961-12-14,2600,6.0
1961-12-14,1000,4.4
1961-12-14,1500,10.4
1962-03-06,1000,9.8
1962-03-06,1500,7.1
1962-03-06,2600,10.4
1962-03-06,500,9.5
1962-03-06,100,10.7
1962-03-06,2000,8.3
1962-03-27,2600,9.1
1962-03-27,100,22.0
1962-03-27,2000,12.2
1962-03-27,500,24.5
1962-03-27,1500,17.8
1962-03-27,1000,22.4
1962-04-18,2600,6.4
1962-04-18,500,8.6
1962-04-18,1500,9.7
1962-04-18,1000,4.3
1962-04-18,100,9.0
1962-04-18,2000,6.4
1962-05-09,1000,4.3
1962-05-09,1500,2.6
1962-05-09,100,3.8
1962-05-09,500,4.5
1962-05-09,2600,2.0
1962-05-09,2000,1.7
1962-05-24,1000,3.3
1962-05-24,2600,8.1
1962-05-24,2000,2.7
1962-05-24,500,3.6
1962-05-24,1500,5.5
1962-05-24,100,3.6
1962-06-21,500,3.7
1962-06-21,1500,5.3
1962-06-21,100,5.0
1962-06-21,1000,6.2
1962-06-21,2000,3.3
1962-06-21,2600,4.5
1962-07-18,1500,15.4
1962-07-18,500,19.8
1962-07-18,2000,10.8
1962-07-18,2600,16.0
1962-07-18,100,17.3
1962-07-18,1000,18.4
1962-08-15,100,1.2
1962-08-15,2600,2.6
1962-08-15,1000,2.6
1962-08-15,2000,5.0
1962-08-15,500,2.2
1962-08-15,1500,3.4
1962-09-05,2600,2.9
1962-09-05,500,5.2
1962-09-05,1500,2.9
1962-09-05,100,5.0
1962-09-05,1000,2.9
1962-09-05,2000,2.2
1962-10-10,100,10.7
1962-10-10,1000,10.2
1962-10-10,500,10.2
1962-10-10,1500,5.4
1962-10-10,2000,6.0
1962-10-10,2600,3.4
1962-10-25,2600,4.2
1962-10-25,100,7.1
1962-10-25,500,6.4
1962-10-25,2000,4.5
1962-10-25,1000,6.9
1962-10-25,1500,4.2
1962-11-19,1500,8.4
1962-11-19,2600,6.5
1962-11-19,100,7.5
1962-11-19,1000,7.5
1962-11-19,500,9.0
1962-11-19,2000,8.9
1962-12-11,2000,8.1
1962-12-11,1500,8.1
1962-12-11,2600,2.2
1962-12-11,500,11.6
1962-12-11,1000,3.3
1962-12-11,100,8.5
1963-03-28,2000,3.8
1963-03-28,1500,5.3
1963-03-28,1000,13.9
1963-03-28,2600,4.3
1963-03-28,500,26.0
1963-03-28,100,24.6
1963-04-08,2600,18.5
1963-04-08,2000,8.5
1963-04-08,500,4.9
1963-04-08,100,5.4
1963-04-08,1500,9.2
1963-04-08,1000,5.7
1963-05-15,1500,1.1
1963-05-15,2600,1.7
1963-05-15,100,1.6
1963-05-15,1000,2.4
1963-05-15,500,1.5
1963-05-15,2000,1.7
1963-06-05,2000,3.7
1963-06-05,1500,3.2
1963-06-05,1000,1.7
1963-06-05,500,1.0
1963-06-05,2600,1.3
1963-06-05,100,1.0
1963-07-02,1500,3.7
1963-07-02,2600,1.0
1963-07-02,500,1.6
1963-07-02,1000,3.3
1963-07-02,2000,1.0
1963-07-02,100,1.5
1963-08-06,2600,3.9
1963-08-06,100,1.8
1963-08-06,1000,2.5
1963-08-06,500,1.6
1963-08-06,1500,3.2
1963-08-06,2000,3.1
1963-09-03,2600,1.3
1963-09-03,2000,3.0
1963-09-03,500,2.5
1963-09-03,100,1.9
1963-09-03,1500,3.9
1963-09-03,1000,3.2
1963-10-03,2000,1.0
1963-10-03,1500,2.5
1963-10-03,1000,3.3
1963-10-03,100,2.7
1963-10-03,500,2.9
1963-10-03,2600,0.9
1963-11-04,500,6.6
1963-11-04,2000,1.8
1963-11-04,1000,6.5
1963-11-04,100,6.1
1963-11-04,1500,5.9
1963-11-04,2600,1.0
1963-12-02,100,11.1
1963-12-02,2000,8.8
1963-12-02,2600,8.8
1963-12-02,1500,6.7
1963-12-02,500,9.8
1963-12-02,1000,9.7
1964-02-04,1500,5.8
1964-02-04,2000,4.1
1964-02-04,500,6.0
1964-02-04,100,6.0
1964-02-04,2600,3.6
1964-02-04,1000,6.8
1964-02-25,2000,5.5
1964-02-25,100,11.4
1964-02-25,1000,10.6
1964-02-25,2600,5.0
1964-02-25,500,11.8
1964-02-25,1500,10.6
1964-03-17,100,7.8
1964-03-17,2000,19.4
1964-03-17,1000,7.2
1964-03-17,1500,16.6
1964-03-17,2600,75.4
1964-03-17,500,14.2
1964-04-07,1000,6.2
1964-04-07,100,4.8
1964-04-07,1500,7.8
1964-04-07,2000,9.5
1964-04-07,2600,13.7
1964-04-07,500,4.5
1964-05-13,500,0.9
1964-05-13,1500,0.8
1964-05-13,2600,4.0
1964-05-13,100,0.5
1964-05-13,2000,1.0
1964-05-13,1000,0.6
1964-06-09,1500,5.0
1964-06-09,500,3.2
1964-06-09,100,3.4
1964-06-09,1000,4.6
1964-06-09,2000,2.2
1964-06-09,2600,3.2
1964-07-21,1000,2.6
1964-07-21,2600,1.0
1964-07-21,1500,4.3
1964-07-21,500,4.3
1964-07-21,100,2.0
1964-07-21,2000,3.6
1964-08-27,500,1.2
1964-08-27,1000,2.4
1964-08-27,2000,3.6
1964-08-27,1500,3.8
1964-08-27,100,1.0
1964-08-27,2600,2.0
1964-09-10,100,6.0
1964-09-10,1500,3.8
1964-09-10,1000,5.9
1964-09-10,2600,0.8
1964-09-10,500,5.9
1964-09-10,2000,6.9
1964-10-20,500,3.1
1964-10-20,1000,2.4
1964-10-20,2000,4.7
1964-10-20,2600,0.8
1964-10-20,100,3.6
1964-10-20,1500,3.1
1964-11-17,500,3.3
1964-11-17,2600,2.2
1964-11-17,2000,2.6
1964-11-17,1000,3.5
1964-11-17,100,3.1
1964-11-17,1500,2.9
1964-12-15,500,1.7
1964-12-15,2600,1.2
1964-12-15,1000,1.3
1964-12-15,100,2.0
1964-12-15,2000,0.9
1964-12-15,1500,1.2
1965-01-19,1000,1.6
1965-01-19,2600,1.1
1965-01-19,1500,1.4
1965-01-19,500,1.6
1965-01-19,2000,1.1
1965-01-19,100,1.5
1965-02-17,1500,6.3
1965-02-17,100,5.6
1965-02-17,1000,5.5
1965-02-17,500,6.2
1965-02-17,2000,1.8
1965-02-17,2600,1.7
1965-03-16,2000,19.5
1965-03-16,500,6.2
1965-03-16,2600,17.8
1965-03-16,1000,11.6
1965-03-16,100,4.1
1965-03-16,1500,17.0
1965-04-24,1000,1.0
1965-04-24,2000,0.7
1965-04-24,500,0.8
1965-04-24,1500,1.2
1965-04-24,2600,0.9
1965-04-24,100,0.8
1965-05-11,500,0.6
1965-05-11,2000,0.6
1965-05-11,100,0.7
1965-05-11,1500,1.0
1965-05-11,1000,1.0
1965-05-11,2600,1.1
1965-06-15,100,0.3
1965-06-15,2600,0.3
1965-06-15,1500,1.0
1965-06-15,2000,1.1
1965-06-15,500,0.6
1965-06-15,1000,0.4
1965-07-21,2600,0.9
1965-07-21,100,1.5
1965-07-21,1000,1.5
1965-07-21,500,1.8
1965-07-21,1500,2.0
1965-07-21,2000,2.0
1965-08-24,1500,3.4
1965-08-24,100,1.1
1965-08-24,2600,1.1
1965-08-24,500,2.2
1965-08-24,1000,4.2
1965-08-24,2000,1.6
1965-09-07,1000,1.2
1965-09-07,2000,1.1
1965-09-07,2600,0.8
1965-09-07,100,3.0
1965-09-07,500,2.4
1965-09-07,1500,1.4
1965-10-05,1000,4.0
1965-10-05,100,4.2
1965-10-05,2600,0.5
1965-10-05,2000,2.7
1965-10-05,1500,6.7
1965-10-05,500,4.0
1965-11-02,2000,1.6
1965-11-02,2600,1.5
1965-11-02,100,3.0
1965-11-02,1000,3.0
1965-11-02,500,4.0
1965-11-02,1500,2.0
1965-12-07,1000,3.5
1965-12-07,1500,3.7
1965-12-07,2600,3.5
1965-12-07,2000,3.3
1965-12-07,500,3.5
1965-12-07,100,3.5
1966-01-18,100,1.2
1966-01-18,1500,1.0
1966-01-18,500,1.2
1966-01-18,2600,0.6
1966-01-18,2000,1.5
1966-01-18,1000,1.3
1966-02-14,2600,4.0
1966-02-14,1500,4.0
1966-02-14,1000,2.0
1966-02-14,2000,3.4
1966-02-14,500,3.0
1966-02-14,100,2.6
1966-03-14,1500,9.6
1966-03-14,500,11.6
1966-03-14,1000,9.4
1966-03-14,2000,8.0
1966-03-14,2600,2.6
1966-03-14,100,9.9
1966-04-05,2000,1.1
1966-04-05,1500,1.9
1966-04-05,100,0.5
1966-04-05,2600,1.7
1966-04-05,1000,4.6
1966-04-05,500,0.5
1966-05-10,1500,0.6
1966-05-10,2000,0.5
1966-05-10,2600,0.4
1966-05-10,1000,1.0
1966-05-10,500,0.6
1966-05-10,100,1.5
1966-06-23,500,0.6
1966-06-23,100,0.4
1966-06-23,1500,0.9
1966-06-23,2600,0.6
1966-06-23,2000,0.9
1966-06-23,1000,0.9
1966-07-12,2000,0.9
1966-07-12,2600,1.0
1966-07-12,1500,1.2
1966-07-12,1000,1.6
1966-07-12,500,1.6
1966-07-12,100,0.6
1966-08-02,100,5.7
1966-08-02,500,5.0
1966-08-02,1000,2.7
1966-08-02,2600,1.5
1966-08-02,2000,1.2
1966-08-02,1500,1.5
1966-09-05,500,2.2
1966-09-05,1000,1.5
1966-09-05,1500,1.5
1966-09-05,2000,1.0
1966-09-05,2600,1.5
1966-09-05,100,1.9
1966-10-03,2600,0.3
1966-10-03,1000,3.1
1966-10-03,1500,3.3
1966-10-03,500,5.3
1966-10-03,2000,2.2
1966-10-03,100,2.6
1966-10-31,2600,0.5
1966-10-31,2000,2.6
1966-10-31,100,9.7
1966-10-31,1000,6.4
1966-10-31,500,9.2
1966-10-31,1500,4.4
1966-12-06,1000,5.6
1966-12-06,2600,1.4
1966-12-06,100,5.2
1966-12-06,1500,3.7
1966-12-06,500,6.3
1966-12-06,2000,1.1
1967-01-10,1500,9.6
1967-01-10,1000,7.5
1967-01-10,500,7.5
1967-01-10,2600,10.3
1967-01-10,100,7.5
1967-01-10,2000,9.6
1967-02-07,2600,0.0
1967-02-07,500,1.4
1967-02-07,1000,2.0
1967-02-07,1500,2.0
1967-02-07,100,1.2
1967-02-07,2000,1.6
1967-03-06,2000,1.8
1967-03-06,2600,2.9
1967-03-06,500,2.2
1967-03-06,100,1.8
1967-03-06,1000,2.9
1967-03-06,1500,2.7
1967-04-05,100,35.2
1967-04-05,2600,19.1
1967-04-05,500,38.3
1967-04-05,1000,38.8
1967-04-05,2000,20.0
1967-04-05,1500,33.5
1967-05-08,1000,3.9
1967-05-08,100,0.9
1967-05-08,1500,4.8
1967-05-08,2600,12.1
1967-05-08,500,2.0
1967-05-08,2000,4.4
1967-06-05,500,1.0
1967-06-05,2600,6.5
1967-06-05,2000,0.7
1967-06-05,1000,1.1
1967-06-05,100,1.2
1967-06-05,1500,0.7
1967-07-03,2000,1.3
1967-07-03,1000,4.8
1967-07-03,500,2.9
1967-07-03,1500,3.3
1967-07-03,100,1.6
1967-07-03,2600,1.1
1967-08-01,100,11.0
1967-08-01,2000,7.7
1967-08-01,2600,8.5
1967-08-01,1500,9.8
1967-08-01,500,11.2
1967-08-01,1000,9.2
1967-09-18,100,8.4
1967-09-18,2000,2.9
1967-09-18,500,6.0
1967-09-18,2600,1.0
1967-09-18,1000,1.9
1967-09-18,1500,3.0
1967-10-10,2600,1.5
1967-10-10,500,3.3
1967-10-10,1500,1.9
1967-10-10,100,3.3
1967-10-10,1000,2.6
1967-10-10,2000,1.4
1967-11-06,2600,1.0
1967-11-06,100,4.4
1967-11-06,2000,2.4
1967-11-06,500,4.7
1967-11-06,1500,3.9
1967-11-06,1000,4.1
1967-12-04,2600,1.7
1967-12-04,1500,3.7
1967-12-04,1000,3.9
1967-12-04,100,4.4
1967-12-04,500,4.2
1967-12-04,2000,3.4
1968-01-08,1000,1.5
1968-01-08,1500,1.8
1968-01-08,500,1.5
1968-01-08,100,1.6
1968-01-08,2000,0.8
1968-01-08,2600,1.2
1968-01-29,500,1.3
1968-01-29,1000,1.4
1968-01-29,2600,0.7
1968-01-29,100,1.3
1968-01-29,1500,1.1
1968-01-29,2000,1.4
1968-02-20,2000,1.1
1968-02-20,100,1.4
1968-02-20,500,1.6
1968-02-20,1000,1.2
1968-02-20,1500,1.1
1968-02-20,2600,0.7
1968-03-18,1500,37.9
1968-03-18,2000,39.0
1968-03-18,100,32.2
1968-03-18,1000,38.0
1968-03-18,500,38.1
1968-03-18,2600,40.8
1968-04-02,2600,5.0
1968-04-02,100,2.5
1968-04-02,500,0.0
1968-04-02,2000,3.3
1968-04-02,1000,2.2
1968-04-02,1500,2.3
1968-05-06,2600,0.7
1968-05-06,500,0.9
1968-05-06,1500,1.2
1968-05-06,1000,1.1
1968-05-06,2000,1.3
1968-05-06,100,0.8
